,city,city_ibge_code,date,estimated_population,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths
15516,Antônio Carlos,4201208.0,2020-06-28,8613.0,41,476.02460999999994,0.0976,4,0,0
15536,Biguaçu,4202305.0,2020-06-28,69486.0,198,284.94948999999997,0.0152,3,8,0
15582,Florianópolis,4205407.0,2020-06-28,508826.0,1345,264.33398,0.0097,13,20,0
15589,Governador Celso Ramos,4206009.0,2020-06-28,14606.0,59,403.94358,0.0,0,0,0
15668,Palhoça,4211900.0,2020-06-28,175272.0,558,318.36232,0.0054,3,4,0
15720,Santo Amaro da Imperatriz,4215703.0,2020-06-28,23579.0,18,76.33912,0.0,0,1,0
15736,São José,4216602.0,2020-06-28,250181.0,414,165.48019,0.0169,7,11,1
15748,São Pedro de Alcântara,4217253.0,2020-06-28,5935.0,6,101.0952,0.0,0,1,0
15778,Águas Mornas,4200606.0,2020-06-28,6559.0,13,198.20095,0.0,0,0,0
15791,Antônio Carlos,4201208.0,2020-06-29,8613.0,41,476.02460999999994,0.0976,4,0,0
15811,Biguaçu,4202305.0,2020-06-29,69486.0,213,306.53657000000004,0.0141,3,15,0
15858,Florianópolis,4205407.0,2020-06-29,508826.0,1379,271.01603,0.0094,13,34,0
15865,Governador Celso Ramos,4206009.0,2020-06-29,14606.0,59,403.94358,0.0,0,0,0
15944,Palhoça,4211900.0,2020-06-29,175272.0,604,344.60724,0.005,3,46,0
15996,Santo Amaro da Imperatriz,4215703.0,2020-06-29,23579.0,19,80.58018,0.0,0,1,0
16012,São José,4216602.0,2020-06-29,250181.0,434,173.4744,0.0184,8,20,1
16024,São Pedro de Alcântara,4217253.0,2020-06-29,5935.0,7,117.9444,0.0,0,1,0
16054,Águas Mornas,4200606.0,2020-06-29,6559.0,13,198.20095,0.0,0,0,0
16067,Antônio Carlos,4201208.0,2020-06-30,8613.0,43,499.24532999999997,0.093,4,2,0
16087,Biguaçu,4202305.0,2020-06-30,69486.0,216,310.85398,0.0139,3,3,0
16134,Florianópolis,4205407.0,2020-06-30,508826.0,1438,282.61134,0.0097,14,59,1
16141,Governador Celso Ramos,4206009.0,2020-06-30,14606.0,69,472.4086,0.0,0,10,0
16220,Palhoça,4211900.0,2020-06-30,175272.0,680,387.96841,0.0059,4,76,1
16273,Santo Amaro da Imperatriz,4215703.0,2020-06-30,23579.0,28,118.74973,0.0,0,9,0
16289,São José,4216602.0,2020-06-30,250181.0,458,183.06746,0.0197,9,24,1
16301,São Pedro de Alcântara,4217253.0,2020-06-30,5935.0,7,117.9444,0.0,0,0,0
16331,Águas Mornas,4200606.0,2020-06-30,6559.0,14,213.44717000000003,0.0,0,1,0
16344,Antônio Carlos,4201208.0,2020-07-01,8613.0,44,510.85568,0.1136,5,1,1
16364,Biguaçu,4202305.0,2020-07-01,69486.0,235,338.19762000000003,0.0128,3,19,0
16411,Florianópolis,4205407.0,2020-07-01,508826.0,1468,288.50727,0.0095,14,30,0
16418,Governador Celso Ramos,4206009.0,2020-07-01,14606.0,72,492.9481,0.0,0,3,0
16497,Palhoça,4211900.0,2020-07-01,175272.0,699,398.80871,0.0057,4,19,0
16550,Santo Amaro da Imperatriz,4215703.0,2020-07-01,23579.0,29,122.9908,0.0,0,1,0
16566,São José,4216602.0,2020-07-01,250181.0,481,192.2608,0.0208,10,23,1
16578,São Pedro de Alcântara,4217253.0,2020-07-01,5935.0,8,134.7936,0.0,0,1,0
16609,Águas Mornas,4200606.0,2020-07-01,6559.0,14,213.44717000000003,0.0,0,0,0
16622,Antônio Carlos,4201208.0,2020-07-02,8613.0,48,557.29711,0.0833,4,4,-1
16642,Biguaçu,4202305.0,2020-07-02,69486.0,245,352.58901000000003,0.0163,4,10,1
16689,Florianópolis,4205407.0,2020-07-02,508826.0,1501,294.99279,0.0113,17,33,3
16696,Governador Celso Ramos,4206009.0,2020-07-02,14606.0,72,492.9481,0.0,0,0,0
16775,Palhoça,4211900.0,2020-07-02,175272.0,755,430.75905,0.0053,4,56,0
16828,Santo Amaro da Imperatriz,4215703.0,2020-07-02,23579.0,35,148.43717,0.0,0,6,0
16844,São José,4216602.0,2020-07-02,250181.0,522,208.64893999999998,0.0192,10,41,0
16856,São Pedro de Alcântara,4217253.0,2020-07-02,5935.0,9,151.6428,0.0,0,1,0
16888,Águas Mornas,4200606.0,2020-07-02,6559.0,14,213.44717000000003,0.0,0,0,0
16901,Antônio Carlos,4201208.0,2020-07-03,8613.0,53,615.34889,0.0755,4,5,0
16921,Biguaçu,4202305.0,2020-07-03,69486.0,265,381.37179,0.0151,4,20,0
16968,Florianópolis,4205407.0,2020-07-03,508826.0,1556,305.80197999999996,0.0116,18,55,1
16975,Governador Celso Ramos,4206009.0,2020-07-03,14606.0,72,492.9481,0.0,0,0,0
17054,Palhoça,4211900.0,2020-07-03,175272.0,829,472.97914000000003,0.006,5,74,1
17107,Santo Amaro da Imperatriz,4215703.0,2020-07-03,23579.0,40,169.64248,0.0,0,5,0
17123,São José,4216602.0,2020-07-03,250181.0,568,227.03562999999997,0.0176,10,46,0
17135,São Pedro de Alcântara,4217253.0,2020-07-03,5935.0,11,185.3412,0.0,0,2,0
17167,Águas Mornas,4200606.0,2020-07-03,6559.0,16,243.93962000000002,0.0,0,2,0
17180,Antônio Carlos,4201208.0,2020-07-04,8613.0,59,685.01103,0.0678,4,6,0
17201,Biguaçu,4202305.0,2020-07-04,69486.0,274,394.32403999999997,0.0146,4,9,0
17248,Florianópolis,4205407.0,2020-07-04,508826.0,1602,314.8424,0.0112,18,46,0
17256,Governador Celso Ramos,4206009.0,2020-07-04,14606.0,72,492.9481,0.0,0,0,0
17336,Palhoça,4211900.0,2020-07-04,175272.0,877,500.36515,0.0057,5,48,0
17389,Santo Amaro da Imperatriz,4215703.0,2020-07-04,23579.0,46,195.08885,0.0,0,6,0
17405,São José,4216602.0,2020-07-04,250181.0,592,236.62867999999997,0.0169,10,24,0
17417,São Pedro de Alcântara,4217253.0,2020-07-04,5935.0,12,202.1904,0.0,0,1,0
17449,Águas Mornas,4200606.0,2020-07-04,6559.0,20,304.92453,0.0,0,4,0
17462,Antônio Carlos,4201208.0,2020-07-05,8613.0,62,719.8421,0.0645,4,3,0
17483,Biguaçu,4202305.0,2020-07-05,69486.0,285,410.15456,0.014,4,11,0
17530,Florianópolis,4205407.0,2020-07-05,508826.0,1660,326.24119,0.0108,18,58,0
17538,Governador Celso Ramos,4206009.0,2020-07-05,14606.0,72,492.9481,0.0,0,0,0
17618,Palhoça,4211900.0,2020-07-05,175272.0,905,516.34032,0.0055,5,28,0
17671,Santo Amaro da Imperatriz,4215703.0,2020-07-05,23579.0,46,195.08885,0.0,0,0,0
17687,São José,4216602.0,2020-07-05,250181.0,625,249.81912999999997,0.016,10,33,0
17699,São Pedro de Alcântara,4217253.0,2020-07-05,5935.0,12,202.1904,0.0,0,0,0
17731,Águas Mornas,4200606.0,2020-07-05,6559.0,21,320.17076000000003,0.0,0,1,0
17744,Antônio Carlos,4201208.0,2020-07-06,8613.0,62,719.8421,0.0645,4,0,0
17765,Biguaçu,4202305.0,2020-07-06,69486.0,299,430.30251,0.0134,4,14,0
17812,Florianópolis,4205407.0,2020-07-06,508826.0,1731,340.19487999999996,0.0116,20,71,2
17821,Governador Celso Ramos,4206009.0,2020-07-06,14606.0,72,492.9481,0.0,0,0,0
17901,Palhoça,4211900.0,2020-07-06,175272.0,942,537.4503599999999,0.0064,6,37,1
17954,Santo Amaro da Imperatriz,4215703.0,2020-07-06,23579.0,48,203.57097,0.0,0,2,0
17970,São José,4216602.0,2020-07-06,250181.0,640,255.81479,0.0172,11,15,1
17982,São Pedro de Alcântara,4217253.0,2020-07-06,5935.0,12,202.1904,0.0,0,0,0
18014,Águas Mornas,4200606.0,2020-07-06,6559.0,21,320.17076000000003,0.0,0,0,0
18027,Antônio Carlos,4201208.0,2020-07-07,8613.0,63,731.45246,0.0635,4,1,0
18048,Biguaçu,4202305.0,2020-07-07,69486.0,332,477.79409000000004,0.0151,5,33,1
18095,Florianópolis,4205407.0,2020-07-07,508826.0,1781,350.02142000000003,0.0112,20,50,0
18104,Governador Celso Ramos,4206009.0,2020-07-07,14606.0,77,527.18061,0.0,0,5,0
18184,Palhoça,4211900.0,2020-07-07,175272.0,982,560.27203,0.0061,6,40,0
18237,Santo Amaro da Imperatriz,4215703.0,2020-07-07,23579.0,52,220.53522,0.0,0,4,0
18253,São José,4216602.0,2020-07-07,250181.0,716,286.1928,0.0168,12,76,1
18265,São Pedro de Alcântara,4217253.0,2020-07-07,5935.0,14,235.8888,0.0,0,2,0
18297,Águas Mornas,4200606.0,2020-07-07,6559.0,23,350.66321,0.0,0,2,0
18310,Antônio Carlos,4201208.0,2020-07-08,8613.0,67,777.89388,0.0597,4,4,0
18331,Biguaçu,4202305.0,2020-07-08,69486.0,363,522.4073900000001,0.0165,6,31,1
18379,Florianópolis,4205407.0,2020-07-08,508826.0,1856,364.76122999999995,0.0108,20,75,0
18388,Governador Celso Ramos,4206009.0,2020-07-08,14606.0,77,527.18061,0.0,0,0,0
18469,Palhoça,4211900.0,2020-07-08,175272.0,1109,632.7308400000001,0.0054,6,127,0
18522,Santo Amaro da Imperatriz,4215703.0,2020-07-08,23579.0,55,233.25841,0.0,0,3,0
18538,São José,4216602.0,2020-07-08,250181.0,788,314.97196,0.0152,12,72,0
18550,São Pedro de Alcântara,4217253.0,2020-07-08,5935.0,14,235.8888,0.0,0,0,0
18582,Águas Mornas,4200606.0,2020-07-08,6559.0,24,365.90944,0.0,0,1,0
18595,Antônio Carlos,4201208.0,2020-07-09,8613.0,69,801.11459,0.058,4,2,0
18616,Biguaçu,4202305.0,2020-07-09,69486.0,385,554.06845,0.0182,7,22,1
18665,Florianópolis,4205407.0,2020-07-09,508826.0,1905,374.39125,0.0115,22,49,2
18674,Governador Celso Ramos,4206009.0,2020-07-09,14606.0,85,581.95262,0.0,0,8,0
18755,Palhoça,4211900.0,2020-07-09,175272.0,1154,658.40522,0.0052,6,45,0
18808,Santo Amaro da Imperatriz,4215703.0,2020-07-09,23579.0,59,250.22266000000002,0.0,0,4,0
18824,São José,4216602.0,2020-07-09,250181.0,843,336.95604,0.0154,13,55,1
18836,São Pedro de Alcântara,4217253.0,2020-07-09,5935.0,14,235.8888,0.0,0,0,0
18868,Águas Mornas,4200606.0,2020-07-09,6559.0,26,396.40189,0.0,0,2,0
18881,Antônio Carlos,4201208.0,2020-07-10,8613.0,83,963.6595800000001,0.0482,4,14,0
18902,Biguaçu,4202305.0,2020-07-10,69486.0,402,578.53381,0.0174,7,17,0
18951,Florianópolis,4205407.0,2020-07-10,508826.0,1980,389.13106,0.0116,23,75,1
18960,Governador Celso Ramos,4206009.0,2020-07-10,14606.0,95,650.41764,0.0,0,10,0
19041,Palhoça,4211900.0,2020-07-10,175272.0,1236,705.18965,0.0057,7,82,1
19094,Santo Amaro da Imperatriz,4215703.0,2020-07-10,23579.0,66,279.91008999999997,0.0,0,7,0
19110,São José,4216602.0,2020-07-10,250181.0,891,356.14215,0.0157,14,48,1
19122,São Pedro de Alcântara,4217253.0,2020-07-10,5935.0,15,252.73799,0.0,0,1,0
19154,Águas Mornas,4200606.0,2020-07-10,6559.0,26,396.40189,0.0,0,0,0
19167,Antônio Carlos,4201208.0,2020-07-11,8613.0,92,1068.15279,0.0435,4,9,0
19188,Biguaçu,4202305.0,2020-07-11,69486.0,423,608.75572,0.0189,8,21,1
19237,Florianópolis,4205407.0,2020-07-11,508826.0,2041,401.11944,0.0127,26,61,3
19246,Governador Celso Ramos,4206009.0,2020-07-11,14606.0,100,684.6501400000001,0.0,0,5,0
19327,Palhoça,4211900.0,2020-07-11,175272.0,1258,717.74157,0.0064,8,22,1
19380,Santo Amaro da Imperatriz,4215703.0,2020-07-11,23579.0,67,284.15115,0.0,0,1,0
19396,São José,4216602.0,2020-07-11,250181.0,983,392.91553,0.0142,14,92,0
19408,São Pedro de Alcântara,4217253.0,2020-07-11,5935.0,16,269.58718999999996,0.0,0,1,0
19440,Águas Mornas,4200606.0,2020-07-11,6559.0,27,411.64812,0.0,0,1,0
19453,Antônio Carlos,4201208.0,2020-07-12,8613.0,94,1091.37351,0.0426,4,2,0
19475,Biguaçu,4202305.0,2020-07-12,69486.0,439,631.7819400000001,0.0182,8,16,0
19524,Florianópolis,4205407.0,2020-07-12,508826.0,2064,405.63965,0.0126,26,23,0
19533,Governador Celso Ramos,4206009.0,2020-07-12,14606.0,102,698.34315,0.0,0,2,0
19614,Palhoça,4211900.0,2020-07-12,175272.0,1311,747.98028,0.0069,9,53,1
19667,Santo Amaro da Imperatriz,4215703.0,2020-07-12,23579.0,72,305.35646,0.0139,1,5,1
19683,São José,4216602.0,2020-07-12,250181.0,1015,405.70627,0.0148,15,32,1
19695,São Pedro de Alcântara,4217253.0,2020-07-12,5935.0,16,269.58718999999996,0.0,0,0,0
19727,Águas Mornas,4200606.0,2020-07-12,6559.0,27,411.64812,0.0,0,0,0
19740,Antônio Carlos,4201208.0,2020-07-13,8613.0,96,1114.59422,0.0417,4,2,0
19762,Biguaçu,4202305.0,2020-07-13,69486.0,457,657.6864400000001,0.0175,8,18,0
19811,Florianópolis,4205407.0,2020-07-13,508826.0,2102,413.10782,0.0133,28,38,2
19820,Governador Celso Ramos,4206009.0,2020-07-13,14606.0,104,712.03615,0.0,0,2,0
19902,Palhoça,4211900.0,2020-07-13,175272.0,1320,753.11516,0.0068,9,9,0
19955,Santo Amaro da Imperatriz,4215703.0,2020-07-13,23579.0,77,326.56177,0.013,1,5,0
19971,São José,4216602.0,2020-07-13,250181.0,1039,415.29932,0.0154,16,24,1
19983,São Pedro de Alcântara,4217253.0,2020-07-13,5935.0,16,269.58718999999996,0.0,0,0,0
20015,Águas Mornas,4200606.0,2020-07-13,6559.0,27,411.64812,0.0,0,0,0
20028,Antônio Carlos,4201208.0,2020-07-14,8613.0,96,1114.59422,0.0417,4,0,0
20050,Biguaçu,4202305.0,2020-07-14,69486.0,481,692.22577,0.0166,8,24,0
20099,Florianópolis,4205407.0,2020-07-14,508826.0,2208,433.94009000000005,0.0136,30,106,2
20108,Governador Celso Ramos,4206009.0,2020-07-14,14606.0,121,828.4266700000001,0.0,0,17,0
20190,Palhoça,4211900.0,2020-07-14,175272.0,1407,802.75229,0.0071,10,87,1
20243,Santo Amaro da Imperatriz,4215703.0,2020-07-14,23579.0,87,368.97239,0.0115,1,10,0
20259,São José,4216602.0,2020-07-14,250181.0,1077,430.48832999999996,0.0158,17,38,1
20271,São Pedro de Alcântara,4217253.0,2020-07-14,5935.0,18,303.28559,0.0,0,2,0
20303,Águas Mornas,4200606.0,2020-07-14,6559.0,28,426.89434000000006,0.0,0,1,0
20316,Antônio Carlos,4201208.0,2020-07-15,8613.0,99,1149.4252900000001,0.0404,4,3,0
20338,Biguaçu,4202305.0,2020-07-15,69486.0,535,769.93927,0.0168,9,54,1
20387,Florianópolis,4205407.0,2020-07-15,508826.0,2293,450.64520999999996,0.0131,30,85,0
20396,Governador Celso Ramos,4206009.0,2020-07-15,14606.0,133,910.58469,0.0,0,12,0
20478,Palhoça,4211900.0,2020-07-15,175272.0,1484,846.68401,0.0067,10,77,0
20531,Santo Amaro da Imperatriz,4215703.0,2020-07-15,23579.0,92,390.1777,0.0109,1,5,0
20547,São José,4216602.0,2020-07-15,250181.0,1146,458.06836,0.0157,18,69,1
20559,São Pedro de Alcântara,4217253.0,2020-07-15,5935.0,19,320.13479,0.0,0,1,0
20591,Águas Mornas,4200606.0,2020-07-15,6559.0,29,442.14057,0.0,0,1,0
20604,Antônio Carlos,4201208.0,2020-07-16,8613.0,99,1149.4252900000001,0.0404,4,0,0
20626,Biguaçu,4202305.0,2020-07-16,69486.0,540,777.13496,0.0167,9,5,0
20675,Florianópolis,4205407.0,2020-07-16,508826.0,2321,456.14807,0.0129,30,28,0
20684,Governador Celso Ramos,4206009.0,2020-07-16,14606.0,143,979.04971,0.0,0,10,0
20766,Palhoça,4211900.0,2020-07-16,175272.0,1526,870.64677,0.0072,11,42,1
20820,Santo Amaro da Imperatriz,4215703.0,2020-07-16,23579.0,95,402.90089,0.0105,1,3,0
20836,São José,4216602.0,2020-07-16,250181.0,1189,475.25591,0.0151,18,43,0
20848,São Pedro de Alcântara,4217253.0,2020-07-16,5935.0,20,336.98399,0.0,0,1,0
20880,Águas Mornas,4200606.0,2020-07-16,6559.0,29,442.14057,0.0,0,0,0
20893,Antônio Carlos,4201208.0,2020-07-17,8613.0,107,1242.30814,0.0467,5,8,1
20915,Biguaçu,4202305.0,2020-07-17,69486.0,564,811.67429,0.0142,8,24,-1
20964,Florianópolis,4205407.0,2020-07-17,508826.0,2390,469.7087,0.0146,35,69,5
20973,Governador Celso Ramos,4206009.0,2020-07-17,14606.0,153,1047.51472,0.0065,1,10,1
21055,Palhoça,4211900.0,2020-07-17,175272.0,1580,901.45602,0.0089,14,54,3
21109,Santo Amaro da Imperatriz,4215703.0,2020-07-17,23579.0,98,415.62407,0.0102,1,3,0
21125,São José,4216602.0,2020-07-17,250181.0,1248,498.83884000000006,0.016,20,59,2
21137,São Pedro de Alcântara,4217253.0,2020-07-17,5935.0,21,353.83319,0.0,0,1,0
21169,Águas Mornas,4200606.0,2020-07-17,6559.0,29,442.14057,0.0,0,0,0
21182,Antônio Carlos,4201208.0,2020-07-18,8613.0,111,1288.74956,0.045,5,4,0
21204,Biguaçu,4202305.0,2020-07-18,69486.0,573,824.6265400000001,0.014,8,9,0
21253,Florianópolis,4205407.0,2020-07-18,508826.0,2424,476.39075,0.0153,37,34,2
21262,Governador Celso Ramos,4206009.0,2020-07-18,14606.0,163,1115.97973,0.0061,1,10,0
21345,Palhoça,4211900.0,2020-07-18,175272.0,1641,936.25907,0.0104,17,61,3
21399,Santo Amaro da Imperatriz,4215703.0,2020-07-18,23579.0,97,411.38301,0.0103,1,-1,0
21415,São José,4216602.0,2020-07-18,250181.0,1280,511.62958,0.0172,22,32,2
21427,São Pedro de Alcântara,4217253.0,2020-07-18,5935.0,21,353.83319,0.0,0,0,0
21459,Águas Mornas,4200606.0,2020-07-18,6559.0,29,442.14057,0.0,0,0,0
21472,Antônio Carlos,4201208.0,2020-07-19,8613.0,117,1358.4117,0.0427,5,6,0
21494,Biguaçu,4202305.0,2020-07-19,69486.0,594,854.8484599999999,0.0152,9,21,1
21543,Florianópolis,4205407.0,2020-07-19,508826.0,2495,490.34444,0.0152,38,71,1
21552,Governador Celso Ramos,4206009.0,2020-07-19,14606.0,165,1129.67274,0.0061,1,2,0
21635,Palhoça,4211900.0,2020-07-19,175272.0,1657,945.38774,0.0103,17,16,0
21689,Santo Amaro da Imperatriz,4215703.0,2020-07-19,23579.0,101,428.34725999999995,0.0099,1,4,0
21705,São José,4216602.0,2020-07-19,250181.0,1310,523.6209,0.0168,22,30,0
21717,São Pedro de Alcântara,4217253.0,2020-07-19,5935.0,21,353.83319,0.0,0,0,0
21749,Águas Mornas,4200606.0,2020-07-19,6559.0,30,457.3868,0.0,0,1,0
21762,Antônio Carlos,4201208.0,2020-07-20,8613.0,117,1358.4117,0.0427,5,0,0
21784,Biguaçu,4202305.0,2020-07-20,69486.0,599,862.04415,0.015,9,5,0
21834,Florianópolis,4205407.0,2020-07-20,508826.0,2517,494.66812000000004,0.0151,38,22,0
21843,Governador Celso Ramos,4206009.0,2020-07-20,14606.0,170,1163.90524,0.0059,1,5,0
21927,Palhoça,4211900.0,2020-07-20,175272.0,1714,977.9086199999999,0.0099,17,57,0
21981,Santo Amaro da Imperatriz,4215703.0,2020-07-20,23579.0,103,436.82937999999996,0.0097,1,2,0
21997,São José,4216602.0,2020-07-20,250181.0,1317,526.41887,0.0167,22,7,0
22009,São Pedro de Alcântara,4217253.0,2020-07-20,5935.0,23,387.53159,0.0,0,2,0
22041,Águas Mornas,4200606.0,2020-07-20,6559.0,30,457.3868,0.0,0,0,0
22054,Antônio Carlos,4201208.0,2020-07-21,8613.0,122,1416.46349,0.041,5,5,0
22076,Biguaçu,4202305.0,2020-07-21,69486.0,607,873.5572599999999,0.0165,10,8,1
22126,Florianópolis,4205407.0,2020-07-21,508826.0,2578,506.6565,0.0147,38,61,0
22135,Governador Celso Ramos,4206009.0,2020-07-21,14606.0,183,1252.90976,0.0055,1,13,0
22219,Palhoça,4211900.0,2020-07-21,175272.0,1762,1005.2946300000001,0.0102,18,48,1
22273,Santo Amaro da Imperatriz,4215703.0,2020-07-21,23579.0,105,445.31150999999994,0.0095,1,2,0
22289,São José,4216602.0,2020-07-21,250181.0,1374,549.20238,0.0175,24,57,2
22301,São Pedro de Alcântara,4217253.0,2020-07-21,5935.0,24,404.38079,0.0,0,1,0
22333,Águas Mornas,4200606.0,2020-07-21,6559.0,41,625.0952900000001,0.0,0,11,0
22346,Antônio Carlos,4201208.0,2020-07-22,8613.0,131,1520.95669,0.0458,6,9,1
22368,Biguaçu,4202305.0,2020-07-22,69486.0,627,902.34004,0.0159,10,20,0
22420,Florianópolis,4205407.0,2020-07-22,508826.0,2660,522.77203,0.0147,39,82,1
22429,Governador Celso Ramos,4206009.0,2020-07-22,14606.0,223,1526.76982,0.0045,1,40,0
22513,Palhoça,4211900.0,2020-07-22,175272.0,1837,1048.08526,0.0098,18,75,0
22567,Santo Amaro da Imperatriz,4215703.0,2020-07-22,23579.0,124,525.89168,0.0081,1,19,0
22583,São José,4216602.0,2020-07-22,250181.0,1425,569.58762,0.0175,25,51,1
22595,São Pedro de Alcântara,4217253.0,2020-07-22,5935.0,28,471.77759000000003,0.0,0,4,0
22627,Águas Mornas,4200606.0,2020-07-22,6559.0,47,716.57265,0.0,0,6,0
22640,Antônio Carlos,4201208.0,2020-07-23,8613.0,134,1555.78776,0.0597,8,3,2
22662,Biguaçu,4202305.0,2020-07-23,69486.0,679,977.17526,0.0162,11,52,1
22714,Florianópolis,4205407.0,2020-07-23,508826.0,2754,541.2459299999999,0.0149,41,94,2
22723,Governador Celso Ramos,4206009.0,2020-07-23,14606.0,253,1732.16486,0.004,1,30,0
22807,Palhoça,4211900.0,2020-07-23,175272.0,1885,1075.47127,0.0101,19,48,1
22861,Santo Amaro da Imperatriz,4215703.0,2020-07-23,23579.0,137,581.02549,0.0073,1,13,0
22877,São José,4216602.0,2020-07-23,250181.0,1482,592.37112,0.0175,26,57,1
22889,São Pedro de Alcântara,4217253.0,2020-07-23,5935.0,27,454.92839000000004,0.0,0,-1,0
22921,Águas Mornas,4200606.0,2020-07-23,6559.0,49,747.0651,0.0,0,2,0
22934,Antônio Carlos,4201208.0,2020-07-24,8613.0,133,1544.17741,0.0602,8,-1,0
22956,Biguaçu,4202305.0,2020-07-24,69486.0,702,1010.27545,0.0157,11,23,0
23008,Florianópolis,4205407.0,2020-07-24,508826.0,2847,559.5232900000001,0.0144,41,93,0
23017,Governador Celso Ramos,4206009.0,2020-07-24,14606.0,285,1951.2529100000002,0.0035,1,32,0
23101,Palhoça,4211900.0,2020-07-24,175272.0,1952,1113.6975699999998,0.0113,22,67,3
23155,Santo Amaro da Imperatriz,4215703.0,2020-07-24,23579.0,146,619.19505,0.0068,1,9,0
23171,São José,4216602.0,2020-07-24,250181.0,1571,627.94537,0.0172,27,89,1
23183,São Pedro de Alcântara,4217253.0,2020-07-24,5935.0,27,454.92839000000004,0.0,0,0,0
23215,Águas Mornas,4200606.0,2020-07-24,6559.0,49,747.0651,0.0,0,0,0
23228,Antônio Carlos,4201208.0,2020-07-25,8613.0,147,1706.7224,0.0544,8,14,0
23250,Biguaçu,4202305.0,2020-07-25,69486.0,726,1044.8147800000002,0.0152,11,24,0
23302,Florianópolis,4205407.0,2020-07-25,508826.0,2931,576.0318900000001,0.0147,43,84,2
23311,Governador Celso Ramos,4206009.0,2020-07-25,14606.0,297,2033.41093,0.0034,1,12,0
23395,Palhoça,4211900.0,2020-07-25,175272.0,2001,1141.65411,0.0115,23,49,1
23449,Santo Amaro da Imperatriz,4215703.0,2020-07-25,23579.0,148,627.67717,0.0068,1,2,0
23465,São José,4216602.0,2020-07-25,250181.0,1593,636.739,0.0182,29,22,2
23477,São Pedro de Alcântara,4217253.0,2020-07-25,5935.0,27,454.92839000000004,0.0,0,0,0
23509,Águas Mornas,4200606.0,2020-07-25,6559.0,50,762.31133,0.0,0,1,0
23522,Antônio Carlos,4201208.0,2020-07-26,8613.0,147,1706.7224,0.0544,8,0,0
23544,Biguaçu,4202305.0,2020-07-26,69486.0,765,1100.9412,0.0144,11,39,0
23596,Florianópolis,4205407.0,2020-07-26,508826.0,2994,588.41333,0.0147,44,63,1
23605,Governador Celso Ramos,4206009.0,2020-07-26,14606.0,299,2047.10393,0.0033,1,2,0
23689,Palhoça,4211900.0,2020-07-26,175272.0,2011,1147.3595300000002,0.0114,23,10,0
23743,Santo Amaro da Imperatriz,4215703.0,2020-07-26,23579.0,149,631.91823,0.0134,2,1,1
23759,São José,4216602.0,2020-07-26,250181.0,1670,667.51672,0.0174,29,77,0
23771,São Pedro de Alcântara,4217253.0,2020-07-26,5935.0,31,522.32519,0.0,0,4,0
23803,Águas Mornas,4200606.0,2020-07-26,6559.0,50,762.31133,0.0,0,0,0
23816,Antônio Carlos,4201208.0,2020-07-27,8613.0,147,1706.7224,0.0544,8,0,0
23838,Biguaçu,4202305.0,2020-07-27,69486.0,772,1111.01517,0.0155,12,7,1
23890,Florianópolis,4205407.0,2020-07-27,508826.0,3050,599.41905,0.0148,45,56,1
23899,Governador Celso Ramos,4206009.0,2020-07-27,14606.0,304,2081.33644,0.0066,2,5,1
23983,Palhoça,4211900.0,2020-07-27,175272.0,2041,1164.47579,0.0113,23,30,0
24037,Santo Amaro da Imperatriz,4215703.0,2020-07-27,23579.0,163,691.2931,0.0123,2,14,0
24053,São José,4216602.0,2020-07-27,250181.0,1748,698.69415,0.0183,32,78,3
24065,São Pedro de Alcântara,4217253.0,2020-07-27,5935.0,31,522.32519,0.0,0,0,0
24097,Águas Mornas,4200606.0,2020-07-27,6559.0,50,762.31133,0.0,0,0,0
24110,Antônio Carlos,4201208.0,2020-07-28,8613.0,160,1857.65703,0.05,8,13,0
24132,Biguaçu,4202305.0,2020-07-28,69486.0,796,1145.5545,0.0151,12,24,0
24184,Florianópolis,4205407.0,2020-07-28,508826.0,3145,618.08948,0.0146,46,95,1
24193,Governador Celso Ramos,4206009.0,2020-07-28,14606.0,309,2115.5689399999997,0.0065,2,5,0
24278,Palhoça,4211900.0,2020-07-28,175272.0,2150,1226.6648400000001,0.0112,24,109,1
24332,Santo Amaro da Imperatriz,4215703.0,2020-07-28,23579.0,180,763.39115,0.0111,2,17,0
24348,São José,4216602.0,2020-07-28,250181.0,1894,757.0518900000001,0.0174,33,146,1
24360,São Pedro de Alcântara,4217253.0,2020-07-28,5935.0,34,572.87279,0.0,0,3,0
24392,Águas Mornas,4200606.0,2020-07-28,6559.0,63,960.51227,0.0,0,13,0
24405,Antônio Carlos,4201208.0,2020-07-29,8613.0,170,1973.7605899999999,0.0471,8,10,0
24427,Biguaçu,4202305.0,2020-07-29,69486.0,883,1270.7595800000001,0.0159,14,87,2
24479,Florianópolis,4205407.0,2020-07-29,508826.0,3215,631.8466400000001,0.0152,49,70,3
24488,Governador Celso Ramos,4206009.0,2020-07-29,14606.0,330,2259.3454699999998,0.0091,3,21,1
24573,Palhoça,4211900.0,2020-07-29,175272.0,2232,1273.4492699999998,0.0108,24,82,0
24627,Santo Amaro da Imperatriz,4215703.0,2020-07-29,23579.0,199,843.9713300000001,0.0101,2,19,0
24643,São José,4216602.0,2020-07-29,250181.0,2063,824.6029900000001,0.0165,34,169,1
24655,São Pedro de Alcântara,4217253.0,2020-07-29,5935.0,36,606.57119,0.0,0,2,0
