,city,city_ibge_code,date,estimated_population,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths
100956,São Pedro de Alcântara,4217253.0,2021-04-12,5935.0,572,9637.742209999999,0.0122,7,1,0
100989,Águas Mornas,4200606.0,2021-04-12,6559.0,676,10306.44915,0.0118,8,0,0
101002,Antônio Carlos,4201208.0,2021-04-13,8613.0,1425,16544.75792,0.0133,19,5,0
101025,Biguaçu,4202305.0,2021-04-13,69486.0,9827,14142.41718,0.0147,144,21,2
101077,Florianópolis,4205407.0,2021-04-13,508826.0,71482,14048.41734,0.0122,875,163,9
101086,Governador Celso Ramos,4206009.0,2021-04-13,14606.0,2197,15041.763659999999,0.0105,23,0,0
101171,Palhoça,4211900.0,2021-04-13,175272.0,25242,14401.615769999999,0.0105,264,73,2
101225,Santo Amaro da Imperatriz,4215703.0,2021-04-13,23579.0,3370,14292.37881,0.0172,58,1,1
101241,São José,4216602.0,2021-04-13,250181.0,31120,12438.99417,0.015,468,48,5
101253,São Pedro de Alcântara,4217253.0,2021-04-13,5935.0,572,9637.742209999999,0.0122,7,0,0
101286,Águas Mornas,4200606.0,2021-04-13,6559.0,676,10306.44915,0.0118,8,0,0
101299,Antônio Carlos,4201208.0,2021-04-14,8613.0,1428,16579.58899,0.0133,19,3,0
101322,Biguaçu,4202305.0,2021-04-14,69486.0,9847,14171.19995,0.0146,144,20,0
101374,Florianópolis,4205407.0,2021-04-14,508826.0,71591,14069.8392,0.0123,880,109,5
101383,Governador Celso Ramos,4206009.0,2021-04-14,14606.0,2210,15130.768180000001,0.0104,23,13,0
101468,Palhoça,4211900.0,2021-04-14,175272.0,25313,14442.124240000001,0.0105,265,71,1
101522,Santo Amaro da Imperatriz,4215703.0,2021-04-14,23579.0,3372,14300.86094,0.0172,58,2,0
101538,São José,4216602.0,2021-04-14,250181.0,31161,12455.3823,0.0152,473,41,5
101550,São Pedro de Alcântara,4217253.0,2021-04-14,5935.0,571,9620.89301,0.0123,7,-1,0
101583,Águas Mornas,4200606.0,2021-04-14,6559.0,675,10291.20293,0.0119,8,-1,0
101596,Antônio Carlos,4201208.0,2021-04-15,8613.0,1430,16602.809709999998,0.014,20,2,1
101619,Biguaçu,4202305.0,2021-04-15,69486.0,9865,14197.10445,0.0146,144,18,0
101671,Florianópolis,4205407.0,2021-04-15,508826.0,71645,14080.45186,0.0124,889,54,9
101680,Governador Celso Ramos,4206009.0,2021-04-15,14606.0,2214,15158.154180000001,0.0104,23,4,0
101765,Palhoça,4211900.0,2021-04-15,175272.0,25380,14480.350540000001,0.0105,266,67,1
101819,Santo Amaro da Imperatriz,4215703.0,2021-04-15,23579.0,3376,14317.825180000002,0.0178,60,4,2
101835,São José,4216602.0,2021-04-15,250181.0,31249,12490.556840000001,0.0151,473,88,0
101847,São Pedro de Alcântara,4217253.0,2021-04-15,5935.0,572,9637.742209999999,0.0122,7,1,0
101880,Águas Mornas,4200606.0,2021-04-15,6559.0,675,10291.20293,0.0119,8,0,0
101893,Antônio Carlos,4201208.0,2021-04-16,8613.0,1416,16440.26472,0.0141,20,-14,0
101916,Biguaçu,4202305.0,2021-04-16,69486.0,9884,14224.44809,0.0145,143,19,-1
101968,Florianópolis,4205407.0,2021-04-16,508826.0,71866,14123.885180000001,0.0124,893,221,4
101977,Governador Celso Ramos,4206009.0,2021-04-16,14606.0,2219,15192.386690000001,0.0104,23,5,0
102062,Palhoça,4211900.0,2021-04-16,175272.0,25431,14509.44817,0.0105,266,51,0
102116,Santo Amaro da Imperatriz,4215703.0,2021-04-16,23579.0,3385,14355.99474,0.018,61,9,1
102132,São José,4216602.0,2021-04-16,250181.0,31332,12523.732820000001,0.0152,476,83,3
102144,São Pedro de Alcântara,4217253.0,2021-04-16,5935.0,572,9637.742209999999,0.0122,7,0,0
102177,Águas Mornas,4200606.0,2021-04-16,6559.0,675,10291.20293,0.0119,8,0,0
102190,Antônio Carlos,4201208.0,2021-04-17,8613.0,1416,16440.26472,0.0141,20,0,0
102213,Biguaçu,4202305.0,2021-04-17,69486.0,9899,14246.03517,0.0144,143,15,0
102265,Florianópolis,4205407.0,2021-04-17,508826.0,71966,14143.53826,0.0124,892,100,-1
102274,Governador Celso Ramos,4206009.0,2021-04-17,14606.0,2225,15233.4657,0.0103,23,6,0
102359,Palhoça,4211900.0,2021-04-17,175272.0,25521,14560.79693,0.0105,268,90,2
102413,Santo Amaro da Imperatriz,4215703.0,2021-04-17,23579.0,3385,14355.99474,0.0183,62,0,1
102429,São José,4216602.0,2021-04-17,250181.0,31350,12530.927609999999,0.0152,476,18,0
102441,São Pedro de Alcântara,4217253.0,2021-04-17,5935.0,573,9654.591409999999,0.0122,7,1,0
102474,Águas Mornas,4200606.0,2021-04-17,6559.0,676,10306.44915,0.0118,8,1,0
102487,Antônio Carlos,4201208.0,2021-04-18,8613.0,1416,16440.26472,0.0141,20,0,0
102510,Biguaçu,4202305.0,2021-04-18,69486.0,9914,14267.62225,0.0144,143,15,0
102562,Florianópolis,4205407.0,2021-04-18,508826.0,71988,14147.86194,0.0124,894,22,2
102571,Governador Celso Ramos,4206009.0,2021-04-18,14606.0,2225,15233.4657,0.0103,23,0,0
102656,Palhoça,4211900.0,2021-04-18,175272.0,25560,14583.04806,0.0105,268,39,0
102710,Santo Amaro da Imperatriz,4215703.0,2021-04-18,23579.0,3389,14372.958990000001,0.0183,62,4,0
102726,São José,4216602.0,2021-04-18,250181.0,31380,12542.91893,0.0152,476,30,0
102738,São Pedro de Alcântara,4217253.0,2021-04-18,5935.0,573,9654.591409999999,0.0122,7,0,0
102771,Águas Mornas,4200606.0,2021-04-18,6559.0,677,10321.69538,0.0118,8,1,0
102784,Antônio Carlos,4201208.0,2021-04-19,8613.0,1417,16451.87507,0.0141,20,1,0
102807,Biguaçu,4202305.0,2021-04-19,69486.0,9927,14286.331059999999,0.0146,145,13,2
102859,Florianópolis,4205407.0,2021-04-19,508826.0,72114,14172.62483,0.0125,901,126,7
102868,Governador Celso Ramos,4206009.0,2021-04-19,14606.0,2232,15281.39121,0.0103,23,7,0
102953,Palhoça,4211900.0,2021-04-19,175272.0,25613,14613.28678,0.0105,269,53,1
103007,Santo Amaro da Imperatriz,4215703.0,2021-04-19,23579.0,3396,14402.64642,0.0183,62,7,0
103023,São José,4216602.0,2021-04-19,250181.0,31388,12546.11661,0.0152,478,8,2
103035,São Pedro de Alcântara,4217253.0,2021-04-19,5935.0,573,9654.591409999999,0.0122,7,0,0
103068,Águas Mornas,4200606.0,2021-04-19,6559.0,677,10321.69538,0.0118,8,0,0
103081,Antônio Carlos,4201208.0,2021-04-20,8613.0,1416,16440.26472,0.0141,20,-1,0
103104,Biguaçu,4202305.0,2021-04-20,69486.0,9939,14303.600730000002,0.0146,145,12,0
103156,Florianópolis,4205407.0,2021-04-20,508826.0,72220,14193.4571,0.0126,907,106,6
103165,Governador Celso Ramos,4206009.0,2021-04-20,14606.0,2240,15336.163219999999,0.0103,23,8,0
103250,Palhoça,4211900.0,2021-04-20,175272.0,25686,14654.93633,0.0105,270,73,1
103304,Santo Amaro da Imperatriz,4215703.0,2021-04-20,23579.0,3400,14419.610669999998,0.0182,62,4,0
103320,São José,4216602.0,2021-04-20,250181.0,31462,12575.6952,0.0153,480,74,2
103332,São Pedro de Alcântara,4217253.0,2021-04-20,5935.0,574,9671.44061,0.0122,7,1,0
103365,Águas Mornas,4200606.0,2021-04-20,6559.0,680,10367.43406,0.0118,8,3,0
103378,Antônio Carlos,4201208.0,2021-04-21,8613.0,1421,16498.3165,0.0141,20,5,0
103401,Biguaçu,4202305.0,2021-04-21,69486.0,9974,14353.970580000001,0.0145,145,35,0
103453,Florianópolis,4205407.0,2021-04-21,508826.0,72259,14201.1218,0.0127,915,39,8
103462,Governador Celso Ramos,4206009.0,2021-04-21,14606.0,2262,15486.78625,0.0102,23,22,0
103547,Palhoça,4211900.0,2021-04-21,175272.0,25744,14688.02775,0.0106,272,58,2
103601,Santo Amaro da Imperatriz,4215703.0,2021-04-21,23579.0,3403,14432.333859999999,0.0182,62,3,0
103617,São José,4216602.0,2021-04-21,250181.0,31500,12590.8842,0.0153,482,38,2
103629,São Pedro de Alcântara,4217253.0,2021-04-21,5935.0,574,9671.44061,0.0122,7,0,0
103662,Águas Mornas,4200606.0,2021-04-21,6559.0,680,10367.43406,0.0118,8,0,0
103675,Antônio Carlos,4201208.0,2021-04-22,8613.0,1421,16498.3165,0.0141,20,0,0
103698,Biguaçu,4202305.0,2021-04-22,69486.0,9987,14372.679390000001,0.0145,145,13,0
103750,Florianópolis,4205407.0,2021-04-22,508826.0,72360,14220.97141,0.0127,917,101,2
103759,Governador Celso Ramos,4206009.0,2021-04-22,14606.0,2261,15479.93975,0.0102,23,-1,0
103844,Palhoça,4211900.0,2021-04-22,175272.0,25784,14710.849419999999,0.0107,277,40,5
103898,Santo Amaro da Imperatriz,4215703.0,2021-04-22,23579.0,3405,14440.815980000001,0.0182,62,2,0
103914,São José,4216602.0,2021-04-22,250181.0,31513,12596.08044,0.0154,484,13,2
103926,São Pedro de Alcântara,4217253.0,2021-04-22,5935.0,574,9671.44061,0.0122,7,0,0
103959,Águas Mornas,4200606.0,2021-04-22,6559.0,681,10382.68029,0.0117,8,1,0
103972,Antônio Carlos,4201208.0,2021-04-23,8613.0,1421,16498.3165,0.0141,20,0,0
103995,Biguaçu,4202305.0,2021-04-23,69486.0,9989,14375.557669999998,0.0144,144,2,-1
104047,Florianópolis,4205407.0,2021-04-23,508826.0,72429,14234.53204,0.0127,922,69,5
104056,Governador Celso Ramos,4206009.0,2021-04-23,14606.0,2266,15514.17226,0.0102,23,5,0
104141,Palhoça,4211900.0,2021-04-23,175272.0,25817,14729.6773,0.0108,278,33,1
104195,Santo Amaro da Imperatriz,4215703.0,2021-04-23,23579.0,3410,14462.02129,0.0182,62,5,0
104211,São José,4216602.0,2021-04-23,250181.0,31550,12610.86973,0.0154,487,37,3
104223,São Pedro de Alcântara,4217253.0,2021-04-23,5935.0,575,9688.28981,0.0122,7,1,0
104256,Águas Mornas,4200606.0,2021-04-23,6559.0,681,10382.68029,0.0117,8,0,0
104269,Antônio Carlos,4201208.0,2021-04-24,8613.0,1421,16498.3165,0.0141,20,0,0
104292,Biguaçu,4202305.0,2021-04-24,69486.0,10008,14402.9013,0.0144,144,19,0
104344,Florianópolis,4205407.0,2021-04-24,508826.0,72461,14240.821030000001,0.0128,929,32,7
104353,Governador Celso Ramos,4206009.0,2021-04-24,14606.0,2269,15534.71176,0.0101,23,3,0
104438,Palhoça,4211900.0,2021-04-24,175272.0,25871,14760.48656,0.0107,278,54,0
104492,Santo Amaro da Imperatriz,4215703.0,2021-04-24,23579.0,3419,14500.19085,0.0181,62,9,0
104508,São José,4216602.0,2021-04-24,250181.0,31577,12621.66192,0.0155,490,27,3
104520,São Pedro de Alcântara,4217253.0,2021-04-24,5935.0,578,9738.83741,0.0121,7,3,0
104553,Águas Mornas,4200606.0,2021-04-24,6559.0,681,10382.68029,0.0117,8,0,0
104566,Antônio Carlos,4201208.0,2021-04-25,8613.0,1424,16533.147569999997,0.014,20,3,0
104589,Biguaçu,4202305.0,2021-04-25,69486.0,10019,14418.73183,0.0144,144,11,0
104641,Florianópolis,4205407.0,2021-04-25,508826.0,72582,14264.60126,0.0128,929,121,0
104650,Governador Celso Ramos,4206009.0,2021-04-25,14606.0,2268,15527.865259999999,0.0101,23,-1,0
104735,Palhoça,4211900.0,2021-04-25,175272.0,25898,14775.89119,0.0107,278,27,0
104789,Santo Amaro da Imperatriz,4215703.0,2021-04-25,23579.0,3427,14534.119340000001,0.0181,62,8,0
104805,São José,4216602.0,2021-04-25,250181.0,31690,12666.82922,0.0155,491,113,1
104817,São Pedro de Alcântara,4217253.0,2021-04-25,5935.0,579,9755.6866,0.0121,7,1,0
104850,Águas Mornas,4200606.0,2021-04-25,6559.0,681,10382.68029,0.0117,8,0,0
104863,Antônio Carlos,4201208.0,2021-04-26,8613.0,1424,16533.147569999997,0.014,20,0,0
104886,Biguaçu,4202305.0,2021-04-26,69486.0,10022,14423.04925,0.0144,144,3,0
104938,Florianópolis,4205407.0,2021-04-26,508826.0,72639,14275.80352,0.0128,931,57,2
104947,Governador Celso Ramos,4206009.0,2021-04-26,14606.0,2270,15541.55826,0.0101,23,2,0
105032,Palhoça,4211900.0,2021-04-26,175272.0,25911,14783.30823,0.0107,278,13,0
105086,Santo Amaro da Imperatriz,4215703.0,2021-04-26,23579.0,3429,14542.60147,0.0181,62,2,0
105102,São José,4216602.0,2021-04-26,250181.0,31705,12672.82487,0.0155,492,15,1
105114,São Pedro de Alcântara,4217253.0,2021-04-26,5935.0,583,9823.0834,0.012,7,4,0
105147,Águas Mornas,4200606.0,2021-04-26,6559.0,681,10382.68029,0.0117,8,0,0
105160,Antônio Carlos,4201208.0,2021-04-27,8613.0,1424,16533.147569999997,0.014,20,0,0
105183,Biguaçu,4202305.0,2021-04-27,69486.0,10041,14450.392880000001,0.0143,144,19,0
105235,Florianópolis,4205407.0,2021-04-27,508826.0,72694,14286.61271,0.0128,931,55,0
105244,Governador Celso Ramos,4206009.0,2021-04-27,14606.0,2277,15589.483769999999,0.0101,23,7,0
105329,Palhoça,4211900.0,2021-04-27,175272.0,25967,14815.258569999998,0.0109,284,56,6
105383,Santo Amaro da Imperatriz,4215703.0,2021-04-27,23579.0,3451,14635.904830000001,0.018,62,22,0
105399,São José,4216602.0,2021-04-27,250181.0,31761,12695.20867,0.0156,497,56,5
105411,São Pedro de Alcântara,4217253.0,2021-04-27,5935.0,600,10109.5198,0.0117,7,17,0
105444,Águas Mornas,4200606.0,2021-04-27,6559.0,681,10382.68029,0.0117,8,0,0
105457,Antônio Carlos,4201208.0,2021-04-28,8613.0,1425,16544.75792,0.014,20,1,0
105480,Biguaçu,4202305.0,2021-04-28,69486.0,10057,14473.419109999999,0.0143,144,16,0
105532,Florianópolis,4205407.0,2021-04-28,508826.0,72737,14295.063540000001,0.0129,936,43,5
105541,Governador Celso Ramos,4206009.0,2021-04-28,14606.0,2280,15610.023280000001,0.0105,24,3,1
105626,Palhoça,4211900.0,2021-04-28,175272.0,26013,14841.503490000001,0.0109,284,46,0
105680,Santo Amaro da Imperatriz,4215703.0,2021-04-28,23579.0,3460,14674.07439,0.0182,63,9,1
105696,São José,4216602.0,2021-04-28,250181.0,31806,12713.19565,0.0156,497,45,0
105708,São Pedro de Alcântara,4217253.0,2021-04-28,5935.0,606,10210.615,0.0132,8,6,1
105741,Águas Mornas,4200606.0,2021-04-28,6559.0,684,10428.41897,0.0117,8,3,0
105754,Antônio Carlos,4201208.0,2021-04-29,8613.0,1427,16567.97864,0.014,20,2,0
105777,Biguaçu,4202305.0,2021-04-29,69486.0,10070,14492.12791,0.0143,144,13,0
105829,Florianópolis,4205407.0,2021-04-29,508826.0,72708,14289.364140000001,0.0129,938,-29,2
105838,Governador Celso Ramos,4206009.0,2021-04-29,14606.0,2282,15623.71628,0.0105,24,2,0
105923,Palhoça,4211900.0,2021-04-29,175272.0,26051,14863.18408,0.0109,285,38,1
105977,Santo Amaro da Imperatriz,4215703.0,2021-04-29,23579.0,3462,14682.556509999999,0.0182,63,2,0
105993,São José,4216602.0,2021-04-29,250181.0,31837,12725.58668,0.0156,497,31,0
106005,São Pedro de Alcântara,4217253.0,2021-04-29,5935.0,637,10732.940190000001,0.0126,8,31,0
106038,Águas Mornas,4200606.0,2021-04-29,6559.0,686,10458.91142,0.0117,8,2,0
106051,Antônio Carlos,4201208.0,2021-04-30,8613.0,1427,16567.97864,0.014,20,0,0
106074,Biguaçu,4202305.0,2021-04-30,69486.0,10078,14503.64102,0.0143,144,8,0
106126,Florianópolis,4205407.0,2021-04-30,508826.0,72838,14314.91315,0.0129,939,130,1
106135,Governador Celso Ramos,4206009.0,2021-04-30,14606.0,2287,15657.94879,0.0105,24,5,0
106220,Palhoça,4211900.0,2021-04-30,175272.0,26105,14893.99334,0.0109,285,54,0
106274,Santo Amaro da Imperatriz,4215703.0,2021-04-30,23579.0,3465,14695.2797,0.0182,63,3,0
106290,São José,4216602.0,2021-04-30,250181.0,31879,12742.37452,0.0157,499,42,2
106302,São Pedro de Alcântara,4217253.0,2021-04-30,5935.0,665,11204.717779999999,0.012,8,28,0
106335,Águas Mornas,4200606.0,2021-04-30,6559.0,686,10458.91142,0.0117,8,0,0
106348,Antônio Carlos,4201208.0,2021-05-01,8613.0,1427,16567.97864,0.014,20,0,0
106371,Biguaçu,4202305.0,2021-05-01,69486.0,10083,14510.83672,0.0143,144,5,0
106423,Florianópolis,4205407.0,2021-05-01,508826.0,72981,14343.01706,0.0129,941,143,2
106432,Governador Celso Ramos,4206009.0,2021-05-01,14606.0,2289,15671.641790000001,0.0105,24,2,0
106517,Palhoça,4211900.0,2021-05-01,175272.0,26137,14912.25067,0.0109,285,32,0
106571,Santo Amaro da Imperatriz,4215703.0,2021-05-01,23579.0,3484,14775.859880000002,0.0184,64,19,1
106587,São José,4216602.0,2021-05-01,250181.0,31918,12757.96323,0.0156,499,39,0
106599,São Pedro de Alcântara,4217253.0,2021-05-01,5935.0,669,11272.11457,0.012,8,4,0
106632,Águas Mornas,4200606.0,2021-05-01,6559.0,689,10504.6501,0.0116,8,3,0
106645,Antônio Carlos,4201208.0,2021-05-02,8613.0,1428,16579.58899,0.014,20,1,0
106668,Biguaçu,4202305.0,2021-05-02,69486.0,10089,14519.47155,0.0144,145,6,1
106720,Florianópolis,4205407.0,2021-05-02,508826.0,73086,14363.6528,0.0129,941,105,0
106729,Governador Celso Ramos,4206009.0,2021-05-02,14606.0,2289,15671.641790000001,0.0105,24,0,0
106814,Palhoça,4211900.0,2021-05-02,175272.0,26147,14917.956090000001,0.0109,285,10,0
106868,Santo Amaro da Imperatriz,4215703.0,2021-05-02,23579.0,3484,14775.859880000002,0.0184,64,0,0
106884,São José,4216602.0,2021-05-02,250181.0,31939,12766.35716,0.0157,501,21,2
106896,São Pedro de Alcântara,4217253.0,2021-05-02,5935.0,669,11272.11457,0.012,8,0,0
106929,Águas Mornas,4200606.0,2021-05-02,6559.0,689,10504.6501,0.0116,8,0,0
106942,Antônio Carlos,4201208.0,2021-05-03,8613.0,1428,16579.58899,0.014,20,0,0
106965,Biguaçu,4202305.0,2021-05-03,69486.0,10100,14535.302080000001,0.0145,146,11,1
107017,Florianópolis,4205407.0,2021-05-03,508826.0,73190,14384.09201,0.0129,943,104,2
107026,Governador Celso Ramos,4206009.0,2021-05-03,14606.0,2292,15692.1813,0.0105,24,3,0
107111,Palhoça,4211900.0,2021-05-03,175272.0,26165,14928.225840000001,0.0109,285,18,0
107165,Santo Amaro da Imperatriz,4215703.0,2021-05-03,23579.0,3488,14792.82412,0.0183,64,4,0
107181,São José,4216602.0,2021-05-03,250181.0,31958,12773.951659999999,0.0157,503,19,2
107193,São Pedro de Alcântara,4217253.0,2021-05-03,5935.0,670,11288.96377,0.0119,8,1,0
107226,Águas Mornas,4200606.0,2021-05-03,6559.0,689,10504.6501,0.0116,8,0,0
107239,Antônio Carlos,4201208.0,2021-05-04,8613.0,1429,16591.19935,0.014,20,1,0
107262,Biguaçu,4202305.0,2021-05-04,69486.0,10107,14545.37605,0.0146,148,7,2
107314,Florianópolis,4205407.0,2021-05-04,508826.0,73217,14389.39834,0.0129,948,27,5
107323,Governador Celso Ramos,4206009.0,2021-05-04,14606.0,2296,15719.5673,0.0105,24,4,0
107408,Palhoça,4211900.0,2021-05-04,175272.0,26193,14944.201009999999,0.0109,285,28,0
107462,Santo Amaro da Imperatriz,4215703.0,2021-05-04,23579.0,3492,14809.788369999998,0.0189,66,4,2
107478,São José,4216602.0,2021-05-04,250181.0,32013,12795.93574,0.0158,506,55,3
107490,São Pedro de Alcântara,4217253.0,2021-05-04,5935.0,682,11491.15417,0.0117,8,12,0
107523,Águas Mornas,4200606.0,2021-05-04,6559.0,689,10504.6501,0.0116,8,0,0
107536,Antônio Carlos,4201208.0,2021-05-05,8613.0,1429,16591.19935,0.014,20,0,0
107559,Biguaçu,4202305.0,2021-05-05,69486.0,10122,14566.963130000002,0.0146,148,15,0
107611,Florianópolis,4205407.0,2021-05-05,508826.0,73270,14399.81447,0.013,954,53,6
107620,Governador Celso Ramos,4206009.0,2021-05-05,14606.0,2304,15774.33931,0.01,23,8,-1
107705,Palhoça,4211900.0,2021-05-05,175272.0,26236,14968.73431,0.0109,287,43,2
107759,Santo Amaro da Imperatriz,4215703.0,2021-05-05,23579.0,3493,14814.02943,0.0189,66,1,0
107775,São José,4216602.0,2021-05-05,250181.0,32049,12810.32532,0.0158,507,36,1
107787,São Pedro de Alcântara,4217253.0,2021-05-05,5935.0,683,11508.00337,0.0117,8,1,0
107820,Águas Mornas,4200606.0,2021-05-05,6559.0,689,10504.6501,0.0116,8,0,0
107833,Antônio Carlos,4201208.0,2021-05-06,8613.0,1430,16602.809709999998,0.014,20,1,0
107856,Biguaçu,4202305.0,2021-05-06,69486.0,10147,14602.9416,0.0146,148,25,0
107908,Florianópolis,4205407.0,2021-05-06,508826.0,73404,14426.149609999999,0.0131,958,134,4
107917,Governador Celso Ramos,4206009.0,2021-05-06,14606.0,2312,15829.111319999998,0.0099,23,8,0
108002,Palhoça,4211900.0,2021-05-06,175272.0,26262,14983.5684,0.011,288,26,1
108056,Santo Amaro da Imperatriz,4215703.0,2021-05-06,23579.0,3494,14818.27049,0.0189,66,1,0
108072,São José,4216602.0,2021-05-06,250181.0,32100,12830.710570000001,0.0159,509,51,2
108084,São Pedro de Alcântara,4217253.0,2021-05-06,5935.0,696,11727.04297,0.0115,8,13,0
108117,Águas Mornas,4200606.0,2021-05-06,6559.0,689,10504.6501,0.0116,8,0,0
108130,Antônio Carlos,4201208.0,2021-05-07,8613.0,1431,16614.42006,0.014,20,1,0
108153,Biguaçu,4202305.0,2021-05-07,69486.0,10173,14640.359209999999,0.0145,148,26,0
108205,Florianópolis,4205407.0,2021-05-07,508826.0,73563,14457.398009999999,0.0131,960,159,2
108214,Governador Celso Ramos,4206009.0,2021-05-07,14606.0,2317,15863.343830000002,0.0099,23,5,0
108299,Palhoça,4211900.0,2021-05-07,175272.0,26291,15000.114109999999,0.011,290,29,2
108353,Santo Amaro da Imperatriz,4215703.0,2021-05-07,23579.0,3498,14835.23474,0.0189,66,4,0
108369,São José,4216602.0,2021-05-07,250181.0,32140,12846.69899,0.0159,511,40,2
108381,São Pedro de Alcântara,4217253.0,2021-05-07,5935.0,700,11794.43976,0.0114,8,4,0
108414,Águas Mornas,4200606.0,2021-05-07,6559.0,690,10519.89633,0.0116,8,1,0
108427,Antônio Carlos,4201208.0,2021-05-08,8613.0,1431,16614.42006,0.014,20,0,0
108450,Biguaçu,4202305.0,2021-05-08,69486.0,10187,14660.50715,0.0146,149,14,1
108502,Florianópolis,4205407.0,2021-05-08,508826.0,73560,14456.80842,0.0131,961,-3,1
108511,Governador Celso Ramos,4206009.0,2021-05-08,14606.0,2330,15952.34835,0.0099,23,13,0
108596,Palhoça,4211900.0,2021-05-08,175272.0,26336,15025.78849,0.011,291,45,1
108650,Santo Amaro da Imperatriz,4215703.0,2021-05-08,23579.0,3510,14886.12749,0.0188,66,12,0
108666,São José,4216602.0,2021-05-08,250181.0,32183,12863.88655,0.0159,512,43,1
108678,São Pedro de Alcântara,4217253.0,2021-05-08,5935.0,700,11794.43976,0.0114,8,0,0
108711,Águas Mornas,4200606.0,2021-05-08,6559.0,691,10535.14255,0.013,9,1,1
108724,Antônio Carlos,4201208.0,2021-05-09,8613.0,1432,16626.03042,0.014,20,1,0
108747,Biguaçu,4202305.0,2021-05-09,69486.0,10199,14677.77682,0.0146,149,12,0
108799,Florianópolis,4205407.0,2021-05-09,508826.0,73589,14462.50781,0.0131,961,29,0
108808,Governador Celso Ramos,4206009.0,2021-05-09,14606.0,2335,15986.58086,0.0099,23,5,0
108893,Palhoça,4211900.0,2021-05-09,175272.0,26374,15047.46908,0.011,291,38,0
108947,Santo Amaro da Imperatriz,4215703.0,2021-05-09,23579.0,3511,14890.36855,0.0188,66,1,0
108963,São José,4216602.0,2021-05-09,250181.0,32191,12867.08423,0.0159,512,8,0
108975,São Pedro de Alcântara,4217253.0,2021-05-09,5935.0,700,11794.43976,0.0114,8,0,0
109008,Águas Mornas,4200606.0,2021-05-09,6559.0,691,10535.14255,0.013,9,0,0
109021,Antônio Carlos,4201208.0,2021-05-10,8613.0,1433,16637.64078,0.014,20,1,0
109044,Biguaçu,4202305.0,2021-05-10,69486.0,10205,14686.41165,0.0147,150,6,1
109096,Florianópolis,4205407.0,2021-05-10,508826.0,73685,14481.374769999999,0.013,961,96,0
109105,Governador Celso Ramos,4206009.0,2021-05-10,14606.0,2339,16013.966859999999,0.0098,23,4,0
109190,Palhoça,4211900.0,2021-05-10,175272.0,26394,15058.87991,0.011,291,20,0
109244,Santo Amaro da Imperatriz,4215703.0,2021-05-10,23579.0,3514,14903.091730000002,0.0188,66,3,0
109260,São José,4216602.0,2021-05-10,250181.0,32232,12883.47237,0.0159,513,41,1
109272,São Pedro de Alcântara,4217253.0,2021-05-10,5935.0,701,11811.28896,0.0114,8,1,0
109305,Águas Mornas,4200606.0,2021-05-10,6559.0,691,10535.14255,0.013,9,0,0
109318,Antônio Carlos,4201208.0,2021-05-11,8613.0,1434,16649.25113,0.0139,20,1,0
109341,Biguaçu,4202305.0,2021-05-11,69486.0,10212,14696.48562,0.0148,151,7,1
109393,Florianópolis,4205407.0,2021-05-11,508826.0,73743,14492.77356,0.0131,963,58,2
109402,Governador Celso Ramos,4206009.0,2021-05-11,14606.0,2347,16068.73887,0.0098,23,8,0
109487,Palhoça,4211900.0,2021-05-11,175272.0,26427,15077.70779,0.011,292,33,1
109541,Santo Amaro da Imperatriz,4215703.0,2021-05-11,23579.0,3517,14915.814919999999,0.0191,67,3,1
109557,São José,4216602.0,2021-05-11,250181.0,32245,12888.6686,0.016,516,13,3
109569,São Pedro de Alcântara,4217253.0,2021-05-11,5935.0,701,11811.28896,0.0114,8,0,0
109602,Águas Mornas,4200606.0,2021-05-11,6559.0,692,10550.38878,0.013,9,1,0
109615,Antônio Carlos,4201208.0,2021-05-12,8613.0,1435,16660.86149,0.0139,20,1,0
109638,Biguaçu,4202305.0,2021-05-12,69486.0,10221,14709.437869999998,0.0148,151,9,0
109690,Florianópolis,4205407.0,2021-05-12,508826.0,73852,14514.195419999998,0.013,963,109,0
109699,Governador Celso Ramos,4206009.0,2021-05-12,14606.0,2349,16082.431880000002,0.0098,23,2,0
109784,Palhoça,4211900.0,2021-05-12,175272.0,26468,15101.1,0.0111,293,41,1
109838,Santo Amaro da Imperatriz,4215703.0,2021-05-12,23579.0,3520,14928.53811,0.019,67,3,0
109854,São José,4216602.0,2021-05-12,250181.0,32268,12897.86195,0.016,517,23,1
109866,São Pedro de Alcântara,4217253.0,2021-05-12,5935.0,701,11811.28896,0.0114,8,0,0
109899,Águas Mornas,4200606.0,2021-05-12,6559.0,692,10550.38878,0.013,9,0,0
109912,Antônio Carlos,4201208.0,2021-05-13,8613.0,1438,16695.69256,0.0139,20,3,0
109935,Biguaçu,4202305.0,2021-05-13,69486.0,10228,14719.511840000001,0.0148,151,7,0
109987,Florianópolis,4205407.0,2021-05-13,508826.0,73918,14527.166459999999,0.013,960,66,-3
109996,Governador Celso Ramos,4206009.0,2021-05-13,14606.0,2352,16102.97138,0.0098,23,3,0
110081,Palhoça,4211900.0,2021-05-13,175272.0,26489,15113.081380000001,0.0112,298,21,5
110135,Santo Amaro da Imperatriz,4215703.0,2021-05-13,23579.0,3526,14953.984480000001,0.019,67,6,0
110151,São José,4216602.0,2021-05-13,250181.0,32308,12913.85037,0.0161,519,40,2
