,Unnamed: 0,Cidade,data,confirmados_por_100k,taxa_de_morte
1067,24950,São Pedro de Alcântara,2020-07-30,673.96799,0.0
1068,24982,Águas Mornas,2020-07-30,975.7585,0.0
1069,24995,Antônio Carlos,2020-07-31,2078.2538,0.0503
1070,25017,Biguaçu,2020-07-31,1358.54705,0.0169
1071,25069,Florianópolis,2020-07-31,644.62115,0.0159
1072,25078,Governador Celso Ramos,2020-07-31,2464.74052,0.0083
1073,25163,Palhoça,2020-07-31,1314.52828,0.0113
1074,25217,Santo Amaro da Imperatriz,2020-07-31,911.82832,0.013999999999999999
1075,25233,São José,2020-07-31,854.5812800000001,0.0168
1076,25245,São Pedro de Alcântara,2020-07-31,673.96799,0.0
1077,25277,Águas Mornas,2020-07-31,975.7585,0.0
1078,25290,Antônio Carlos,2020-08-01,2113.08487,0.0549
1079,25312,Biguaçu,2020-08-01,1498.14351,0.0173
1080,25364,Florianópolis,2020-08-01,698.27407,0.016
1081,25373,Governador Celso Ramos,2020-08-01,2820.75859,0.0097
1082,25458,Palhoça,2020-08-01,1446.89397,0.0103
1083,25512,Santo Amaro da Imperatriz,2020-08-01,1043.30124,0.0203
1084,25528,São José,2020-08-01,975.29389,0.0164
1085,25540,São Pedro de Alcântara,2020-08-01,707.6663900000002,0.0
1086,25572,Águas Mornas,2020-08-01,991.00473,0.0
1087,25585,Antônio Carlos,2020-08-02,2182.74701,0.0532
1088,25607,Biguaçu,2020-08-02,1518.29145,0.018000000000000002
1089,25659,Florianópolis,2020-08-02,710.45898,0.0158
1090,25668,Governador Celso Ramos,2020-08-02,2820.75859,0.0121
1091,25753,Palhoça,2020-08-02,1458.30481,0.0106
1092,25807,Santo Amaro da Imperatriz,2020-08-02,1098.43505,0.0193
1093,25823,São José,2020-08-02,1008.86958,0.0158
1094,25835,São Pedro de Alcântara,2020-08-02,758.21398,0.0
1095,25867,Águas Mornas,2020-08-02,991.00473,0.0
1096,25880,Antônio Carlos,2020-08-03,2182.74701,0.0532
1097,25902,Biguaçu,2020-08-03,1518.29145,0.018000000000000002
1098,25954,Florianópolis,2020-08-03,718.51674,0.0156
1099,25963,Governador Celso Ramos,2020-08-03,2841.2981,0.012
1100,26048,Palhoça,2020-08-03,1487.40244,0.0111
1101,26102,Santo Amaro da Imperatriz,2020-08-03,1094.19399,0.0194
1102,26118,São José,2020-08-03,1045.64295,0.0153
1103,26130,São Pedro de Alcântara,2020-08-03,876.1583800000002,0.0
1104,26162,Águas Mornas,2020-08-03,1006.25095,0.0
1105,26175,Antônio Carlos,2020-08-04,2205.96772,0.0579
1106,26197,Biguaçu,2020-08-04,1571.53959,0.0183
1107,26249,Florianópolis,2020-08-04,735.81146,0.0158
1108,26258,Governador Celso Ramos,2020-08-04,2868.6841,0.0119
1109,26343,Palhoça,2020-08-04,1515.35898,0.0109
1110,26397,Santo Amaro da Imperatriz,2020-08-04,1170.5331,0.0181
1111,26413,São José,2020-08-04,1091.20996,0.0161
1112,26425,São Pedro de Alcântara,2020-08-04,943.55518,0.0
1113,26457,Águas Mornas,2020-08-04,1021.49718,0.0149
1114,26470,Antônio Carlos,2020-08-05,2229.18844,0.0573
1115,26492,Biguaçu,2020-08-05,1597.44409,0.018000000000000002
1116,26544,Florianópolis,2020-08-05,751.33739,0.0167
1117,26553,Governador Celso Ramos,2020-08-05,2909.763110000001,0.0118
1118,26638,Palhoça,2020-08-05,1531.9047,0.0115
1119,26692,Santo Amaro da Imperatriz,2020-08-05,1229.90797,0.0241
1120,26708,São José,2020-08-05,1105.99926,0.0159
1121,26720,São Pedro de Alcântara,2020-08-05,943.55518,0.0
1122,26752,Águas Mornas,2020-08-05,1067.23586,0.0143
1123,26765,Antônio Carlos,2020-08-06,2310.46093,0.0553
1124,26787,Biguaçu,2020-08-06,1663.6444800000004,0.0182
1125,26839,Florianópolis,2020-08-06,769.6147599999998,0.0169
1126,26848,Governador Celso Ramos,2020-08-06,3019.30713,0.0113
1127,26933,Palhoça,2020-08-06,1566.70775,0.0113
1128,26987,Santo Amaro da Imperatriz,2020-08-06,1293.5239,0.0262
1129,27003,São José,2020-08-06,1143.97176,0.0164
1130,27015,São Pedro de Alcântara,2020-08-06,1061.4995800000004,0.0
1131,27047,Águas Mornas,2020-08-06,1097.72831,0.0139
1132,27060,Antônio Carlos,2020-08-07,2310.46093,0.0553
1133,27082,Biguaçu,2020-08-07,1685.2315600000004,0.0179
1134,27134,Florianópolis,2020-08-07,874.3657,0.0148
1135,27143,Governador Celso Ramos,2020-08-07,3019.30713,0.0113
1136,27228,Palhoça,2020-08-07,1598.65809,0.0118
1137,27282,Santo Amaro da Imperatriz,2020-08-07,1323.21133,0.0256
1138,27298,São José,2020-08-07,1157.56193,0.0173
1139,27310,São Pedro de Alcântara,2020-08-07,1162.59478,0.0
1140,27342,Águas Mornas,2020-08-07,1112.97454,0.0137
1141,27355,Antônio Carlos,2020-08-08,2322.07129,0.055
1142,27377,Biguaçu,2020-08-08,1768.70161,0.0171
1143,27429,Florianópolis,2020-08-08,905.22104,0.0143
1144,27438,Governador Celso Ramos,2020-08-08,3033.00014,0.0113
1145,27523,Palhoça,2020-08-08,1652.85956,0.0117
1146,27577,Santo Amaro da Imperatriz,2020-08-08,1399.55045,0.0242
1147,27593,São José,2020-08-08,1207.12604,0.0166
1148,27605,São Pedro de Alcântara,2020-08-08,1415.33277,0.0
1149,27637,Águas Mornas,2020-08-08,1173.95945,0.013000000000000001
1150,27650,Antônio Carlos,2020-08-09,2356.90236,0.0542
1151,27672,Biguaçu,2020-08-09,1768.70161,0.0171
1152,27724,Florianópolis,2020-08-09,912.09962,0.0142
1153,27733,Governador Celso Ramos,2020-08-09,3033.00014,0.0113
1154,27818,Palhoça,2020-08-09,1680.24556,0.0115
1155,27872,Santo Amaro da Imperatriz,2020-08-09,1399.55045,0.0242
1156,27888,São José,2020-08-09,1239.5026,0.0164
1157,27900,São Pedro de Alcântara,2020-08-09,1449.03117,0.0
1158,27932,Águas Mornas,2020-08-09,1204.4519,0.0127
1159,27945,Antônio Carlos,2020-08-10,2426.5645,0.0478
1160,27967,Biguaçu,2020-08-10,1773.0190300000004,0.0187
1161,28019,Florianópolis,2020-08-10,923.10534,0.0162
1162,28028,Governador Celso Ramos,2020-08-10,3033.00014,0.0113
1163,28113,Palhoça,2020-08-10,1695.6501899999996,0.0118
1164,28167,Santo Amaro da Imperatriz,2020-08-10,1399.55045,0.0242
1165,28183,São José,2020-08-10,1248.69594,0.0186
1166,28195,São Pedro de Alcântara,2020-08-10,1516.42797,0.0
1167,28227,Águas Mornas,2020-08-10,1204.4519,0.0127
1168,28240,Antônio Carlos,2020-08-11,2438.17485,0.0524
1169,28262,Biguaçu,2020-08-11,1821.94975,0.019
1170,28314,Florianópolis,2020-08-11,932.53882,0.0171
1171,28323,Governador Celso Ramos,2020-08-11,3217.85568,0.0128
1172,28408,Palhoça,2020-08-11,1749.28112,0.0137
1173,28462,Santo Amaro da Imperatriz,2020-08-11,1437.72001,0.0236
1174,28478,São José,2020-08-11,1269.08119,0.0189
1175,28490,São Pedro de Alcântara,2020-08-11,1583.82477,0.0
1176,28522,Águas Mornas,2020-08-11,1250.1905800000004,0.0122
1177,28535,Antônio Carlos,2020-08-12,2531.0577,0.0505
1178,28558,Biguaçu,2020-08-12,1929.88516,0.0172
1179,28610,Florianópolis,2020-08-12,942.95496,0.0171
1180,28619,Governador Celso Ramos,2020-08-12,3347.9392,0.0123
1181,28704,Palhoça,2020-08-12,1793.2128300000004,0.0137
1182,28758,Santo Amaro da Imperatriz,2020-08-12,1458.92531,0.0233
1183,28774,São José,2020-08-12,1306.25427,0.0187
1184,28786,São Pedro de Alcântara,2020-08-12,1600.6739699999996,0.0
1185,28818,Águas Mornas,2020-08-12,1265.4368,0.0241
1186,28831,Antônio Carlos,2020-08-13,2565.88877,0.0498
1187,28854,Biguaçu,2020-08-13,1978.81588,0.0175
1188,28906,Florianópolis,2020-08-13,951.60232,0.0178
1189,28915,Governador Celso Ramos,2020-08-13,3354.7857,0.0122
1190,29000,Palhoça,2020-08-13,1828.58643,0.0134
1191,29054,Santo Amaro da Imperatriz,2020-08-13,1484.37169,0.0257
1192,29070,São José,2020-08-13,1342.62794,0.0182
1193,29082,São Pedro de Alcântara,2020-08-13,1718.61837,0.0
1194,29115,Águas Mornas,2020-08-13,1265.4368,0.0241
1195,29128,Antônio Carlos,2020-08-14,2554.27842,0.05
1196,29151,Biguaçu,2020-08-14,2047.89454,0.0169
1197,29203,Florianópolis,2020-08-14,964.57335,0.0181
1198,29212,Governador Celso Ramos,2020-08-14,3484.86923,0.0118
1199,29297,Palhoça,2020-08-14,1873.65923,0.0134
1200,29351,Santo Amaro da Imperatriz,2020-08-14,1526.78231,0.025
1201,29367,São José,2020-08-14,1367.41,0.0187
1202,29379,São Pedro de Alcântara,2020-08-14,1954.50716,0.0
1203,29412,Águas Mornas,2020-08-14,1265.4368,0.0241
1204,29425,Antônio Carlos,2020-08-15,2577.49913,0.0495
1205,29448,Biguaçu,2020-08-15,2104.02095,0.0164
1206,29500,Florianópolis,2020-08-15,969.68315,0.0182
1207,29509,Governador Celso Ramos,2020-08-15,3642.33876,0.0113
1208,29594,Palhoça,2020-08-15,1887.92277,0.0136
1209,29648,Santo Amaro da Imperatriz,2020-08-15,1560.7108,0.0245
1210,29664,São José,2020-08-15,1383.79813,0.0191
1211,29676,São Pedro de Alcântara,2020-08-15,1937.65796,0.0
1212,29709,Águas Mornas,2020-08-15,1250.1905800000004,0.0244
1213,29722,Antônio Carlos,2020-08-16,2600.71984,0.0491
1214,29745,Biguaçu,2020-08-16,2109.777510000001,0.0164
1215,29797,Florianópolis,2020-08-16,975.77561,0.0183
1216,29806,Governador Celso Ramos,2020-08-16,3642.33876,0.0113
1217,29891,Palhoça,2020-08-16,1888.49331,0.0139
1218,29945,Santo Amaro da Imperatriz,2020-08-16,1586.15717,0.0241
1219,29961,São José,2020-08-16,1387.79524,0.0193
1220,29973,São Pedro de Alcântara,2020-08-16,2072.45156,0.0
1221,30006,Águas Mornas,2020-08-16,1250.1905800000004,0.0244
1222,30019,Antônio Carlos,2020-08-17,2600.71984,0.0491
1223,30042,Biguaçu,2020-08-17,2115.53406,0.0163
1224,30094,Florianópolis,2020-08-17,982.45766,0.0192
1225,30103,Governador Celso Ramos,2020-08-17,3656.0317700000014,0.0131
1226,30188,Palhoça,2020-08-17,1904.46848,0.0138
1227,30242,Santo Amaro da Imperatriz,2020-08-17,1594.6393,0.0266
1228,30258,São José,2020-08-17,1413.37672,0.0192
1229,30270,São Pedro de Alcântara,2020-08-17,2072.45156,0.0
1230,30303,Águas Mornas,2020-08-17,1265.4368,0.0241
1231,30316,Antônio Carlos,2020-08-18,2612.3302,0.0489
1232,30339,Biguaçu,2020-08-18,2160.14737,0.016
1233,30391,Florianópolis,2020-08-18,996.60788,0.0191
1234,30400,Governador Celso Ramos,2020-08-18,3697.11078,0.013000000000000001
1235,30485,Palhoça,2020-08-18,1954.10562,0.013999999999999999
1236,30539,Santo Amaro da Imperatriz,2020-08-18,1607.36248,0.0264
1237,30555,São José,2020-08-18,1422.17035,0.0194
1238,30567,São Pedro de Alcântara,2020-08-18,2122.9991600000008,0.0079
1239,30600,Águas Mornas,2020-08-18,1265.4368,0.0241
1240,30613,Antônio Carlos,2020-08-19,2647.16127,0.0482
1241,30636,Biguaçu,2020-08-19,2207.63895,0.0156
1242,30688,Florianópolis,2020-08-19,1004.27258,0.0196
1243,30697,Governador Celso Ramos,2020-08-19,3703.95728,0.0129
1244,30782,Palhoça,2020-08-19,1990.04975,0.0135
1245,30836,Santo Amaro da Imperatriz,2020-08-19,1687.9426600000004,0.0251
1246,30852,São José,2020-08-19,1427.36659,0.0193
1247,30864,São Pedro de Alcântara,2020-08-19,2122.9991600000008,0.0079
1248,30897,Águas Mornas,2020-08-19,1280.68303,0.0238
1249,30910,Antônio Carlos,2020-08-20,2658.77162,0.048
1250,30933,Biguaçu,2020-08-20,2236.42173,0.0154
1251,30985,Florianópolis,2020-08-20,1009.97197,0.0195
1252,30994,Governador Celso Ramos,2020-08-20,3731.34328,0.0128
1253,31079,Palhoça,2020-08-20,2017.43576,0.0133
1254,31133,Santo Amaro da Imperatriz,2020-08-20,1721.87116,0.0246
1255,31149,São José,2020-08-20,1458.54401,0.0195
1256,31161,São Pedro de Alcântara,2020-08-20,2257.79275,0.0075
1257,31194,Águas Mornas,2020-08-20,1280.68303,0.0238
1258,31207,Antônio Carlos,2020-08-21,2670.38198,0.0478
1259,31230,Biguaçu,2020-08-21,2246.4957,0.016
1260,31282,Florianópolis,2020-08-21,1014.68871,0.0199
1261,31291,Governador Celso Ramos,2020-08-21,3745.03629,0.0128
1262,31376,Palhoça,2020-08-21,2036.83418,0.0132
1263,31430,Santo Amaro da Imperatriz,2020-08-21,1738.8354,0.0244
1264,31446,São José,2020-08-21,1459.34344,0.0194
1265,31458,São Pedro de Alcântara,2020-08-21,2493.68155,0.0068
1266,31491,Águas Mornas,2020-08-21,1295.92926,0.0235
1267,31504,Antônio Carlos,2020-08-22,2670.38198,0.0478
1268,31527,Biguaçu,2020-08-22,2260.88709,0.0165
1269,31579,Florianópolis,2020-08-22,1019.99505,0.02
1270,31588,Governador Celso Ramos,2020-08-22,3745.03629,0.0128
1271,31673,Palhoça,2020-08-22,2085.33023,0.0129
1272,31727,Santo Amaro da Imperatriz,2020-08-22,1798.21027,0.0236
1273,31743,São José,2020-08-22,1462.94083,0.0194
1274,31755,São Pedro de Alcântara,2020-08-22,2662.17355,0.0063
1275,31788,Águas Mornas,2020-08-22,1311.17548,0.0233
1276,31801,Antônio Carlos,2020-08-23,2670.38198,0.0478
1277,31824,Biguaçu,2020-08-23,2268.08278,0.0165
1278,31876,Florianópolis,2020-08-23,1022.54995,0.0202
1279,31885,Governador Celso Ramos,2020-08-23,3751.88279,0.0128
1280,31970,Palhoça,2020-08-23,2087.04185,0.0128
1281,32024,Santo Amaro da Imperatriz,2020-08-23,1802.45133,0.0235
1282,32040,São José,2020-08-23,1466.93794,0.0193
1283,32052,São Pedro de Alcântara,2020-08-23,2662.17355,0.0063
1284,32085,Águas Mornas,2020-08-23,1311.17548,0.0233
1285,32098,Antônio Carlos,2020-08-24,2681.99234,0.0476
1286,32121,Biguaçu,2020-08-24,2281.03503,0.0164
1287,32173,Florianópolis,2020-08-24,1032.17996,0.0202
1288,32182,Governador Celso Ramos,2020-08-24,3738.18979,0.0128
1289,32267,Palhoça,2020-08-24,2127.55032,0.0126
1290,32321,Santo Amaro da Imperatriz,2020-08-24,1798.21027,0.0236
1291,32337,São José,2020-08-24,1469.3362,0.0196
1292,32349,São Pedro de Alcântara,2020-08-24,2712.72115,0.0062
1293,32382,Águas Mornas,2020-08-24,1341.66794,0.0227
1294,32395,Antônio Carlos,2020-08-25,2681.99234,0.0476
1295,32418,Biguaçu,2020-08-25,2319.89178,0.0186
1296,32470,Florianópolis,2020-08-25,1041.41691,0.0204
1297,32479,Governador Celso Ramos,2020-08-25,3772.42229,0.0127
1298,32564,Palhoça,2020-08-25,2134.96737,0.0131
1299,32618,Santo Amaro da Imperatriz,2020-08-25,1793.9692100000002,0.0236
1300,32634,São José,2020-08-25,1500.51363,0.0197
1301,32646,São Pedro de Alcântara,2020-08-25,2712.72115,0.0062
1302,32679,Águas Mornas,2020-08-25,1326.42171,0.023
1303,32692,Antônio Carlos,2020-08-26,2681.99234,0.0476
1304,32715,Biguaçu,2020-08-26,2332.84403,0.0185
1305,32767,Florianópolis,2020-08-26,1048.49202,0.0208
1306,32776,Governador Celso Ramos,2020-08-26,3758.72929,0.0128
1307,32861,Palhoça,2020-08-26,2158.93012,0.0129
1308,32915,Santo Amaro da Imperatriz,2020-08-26,1781.2460199999996,0.0238
1309,32931,São José,2020-08-26,1514.10379,0.0201
1310,32943,São Pedro de Alcântara,2020-08-26,2864.36394,0.0059
1311,32976,Águas Mornas,2020-08-26,1326.42171,0.023
1312,32989,Antônio Carlos,2020-08-27,2693.60269,0.0474
1313,33012,Biguaçu,2020-08-27,2345.79628,0.0184
1314,33064,Florianópolis,2020-08-27,1050.85039,0.0211
1315,33073,Governador Celso Ramos,2020-08-27,3772.42229,0.0127
1316,33158,Palhoça,2020-08-27,2186.31613,0.013000000000000001
1317,33212,Santo Amaro da Imperatriz,2020-08-27,1793.9692100000002,0.0236
1318,33228,São José,2020-08-27,1525.29569,0.0204
1319,33240,São Pedro de Alcântara,2020-08-27,2999.15754,0.0056
1320,33273,Águas Mornas,2020-08-27,1356.91416,0.0225
1321,33286,Antônio Carlos,2020-08-28,2681.99234,0.0476
1322,33309,Biguaçu,2020-08-28,2352.99197,0.0183
1323,33361,Florianópolis,2020-08-28,1057.9255,0.0217
1324,33370,Governador Celso Ramos,2020-08-28,3779.26879,0.0127
1325,33455,Palhoça,2020-08-28,2229.6773,0.0128
1326,33509,Santo Amaro da Imperatriz,2020-08-28,1810.93346,0.0234
1327,33525,São José,2020-08-28,1545.68093,0.0202
1328,33537,São Pedro de Alcântara,2020-08-28,2999.15754,0.0056
1329,33570,Águas Mornas,2020-08-28,1372.16039,0.0222
1330,33583,Antônio Carlos,2020-08-29,2705.21305,0.0472
1331,33606,Biguaçu,2020-08-29,2329.96575,0.0185
1332,33658,Florianópolis,2020-08-29,1711.39053,0.0133
1333,33667,Governador Celso Ramos,2020-08-29,3765.57579,0.0127
1334,33752,Palhoça,2020-08-29,2271.32685,0.0126
1335,33806,Santo Amaro da Imperatriz,2020-08-29,1887.27257,0.0225
1336,33822,São José,2020-08-29,1612.4326,0.0196
1337,33834,São Pedro de Alcântara,2020-08-29,3066.55434,0.0055
1338,33867,Águas Mornas,2020-08-29,1402.65284,0.0217
1339,33880,Antônio Carlos,2020-08-30,2705.21305,0.0472
1340,33903,Biguaçu,2020-08-30,2332.84403,0.0185
1341,33955,Florianópolis,2020-08-30,1719.6448300000004,0.0134
1342,33964,Governador Celso Ramos,2020-08-30,3772.42229,0.0127
1343,34049,Palhoça,2020-08-30,2270.18577,0.0126
1344,34103,Santo Amaro da Imperatriz,2020-08-30,1883.0315100000007,0.0225
1345,34119,São José,2020-08-30,1620.42681,0.0195
1346,34131,São Pedro de Alcântara,2020-08-30,3066.55434,0.0055
1347,34164,Águas Mornas,2020-08-30,1402.65284,0.0217
1348,34177,Antônio Carlos,2020-08-31,3030.30303,0.0421
1349,34200,Biguaçu,2020-08-31,2655.21112,0.0163
1350,34252,Florianópolis,2020-08-31,2185.02985,0.0104
1351,34261,Governador Celso Ramos,2020-08-31,4306.4494,0.0111
1352,34346,Palhoça,2020-08-31,2953.69483,0.0097
1353,34400,Santo Amaro da Imperatriz,2020-08-31,2497.9855,0.017
1354,34416,São José,2020-08-31,2299.53514,0.0139
1355,34428,São Pedro de Alcântara,2020-08-31,3454.08593,0.0049
1356,34461,Águas Mornas,2020-08-31,2088.73304,0.0146
1357,34474,Antônio Carlos,2020-09-01,3076.744460000001,0.0415
1358,34497,Biguaçu,2020-09-01,2665.28509,0.0162
1359,34549,Florianópolis,2020-09-01,2212.34764,0.0104
1360,34558,Governador Celso Ramos,2020-09-01,4313.29591,0.0111
1361,34643,Palhoça,2020-09-01,2982.22192,0.0096
1362,34697,Santo Amaro da Imperatriz,2020-09-01,2531.91399,0.0184
1363,34713,São José,2020-09-01,2327.91459,0.0139
1364,34725,São Pedro de Alcântara,2020-09-01,3454.08593,0.0049
1365,34758,Águas Mornas,2020-09-01,2088.73304,0.0146
1366,34771,Antônio Carlos,2020-09-02,3099.96517,0.0412
1367,34794,Biguaçu,2020-09-02,2695.5070100000007,0.016
1368,34846,Florianópolis,2020-09-02,2231.80419,0.0107
1369,34855,Governador Celso Ramos,2020-09-02,4313.29591,0.0111
1370,34940,Palhoça,2020-09-02,3011.89009,0.0095
1371,34994,Santo Amaro da Imperatriz,2020-09-02,2565.84249,0.0182
1372,35010,São José,2020-09-02,2350.69809,0.0136
1373,35022,São Pedro de Alcântara,2020-09-02,3504.63353,0.0048
1374,35055,Águas Mornas,2020-09-02,2195.45662,0.0139
1375,35068,Antônio Carlos,2020-09-03,3099.96517,0.0412
1376,35091,Biguaçu,2020-09-03,2709.8984,0.017
1377,35143,Florianópolis,2020-09-03,2244.971760000001,0.0108
1378,35152,Governador Celso Ramos,2020-09-03,4340.68191,0.011000000000000001
1379,35237,Palhoça,2020-09-03,3042.69935,0.0094
1380,35291,Santo Amaro da Imperatriz,2020-09-03,2578.56567,0.0181
1381,35307,São José,2020-09-03,2365.08768,0.0135
1382,35319,São Pedro de Alcântara,2020-09-03,3504.63353,0.0048
1383,35352,Águas Mornas,2020-09-03,2241.1953,0.0136
1384,35365,Antônio Carlos,2020-09-04,3123.18588,0.0409
1385,35388,Biguaçu,2020-09-04,2724.28978,0.0169
1386,35440,Florianópolis,2020-09-04,2262.26647,0.0108
1387,35449,Governador Celso Ramos,2020-09-04,4347.52841,0.011000000000000001
1388,35534,Palhoça,2020-09-04,3079.78456,0.0093
1389,35588,Santo Amaro da Imperatriz,2020-09-04,2599.77098,0.0179
1390,35604,São José,2020-09-04,2393.06742,0.0135
1391,35616,São Pedro de Alcântara,2020-09-04,3622.57793,0.0047
1392,35649,Águas Mornas,2020-09-04,2271.6877600000007,0.0134
1393,35662,Antônio Carlos,2020-09-05,3111.57553,0.040999999999999995
1394,35685,Biguaçu,2020-09-05,2724.28978,0.0174
1395,35737,Florianópolis,2020-09-05,2266.59015,0.0107
1396,35746,Governador Celso Ramos,2020-09-05,4368.06792,0.011000000000000001
1397,35831,Palhoça,2020-09-05,3092.33648,0.0092
1398,35885,Santo Amaro da Imperatriz,2020-09-05,2608.25311,0.0179
1399,35901,São José,2020-09-05,2419.44832,0.0135
1400,35913,São Pedro de Alcântara,2020-09-05,3622.57793,0.0047
1401,35946,Águas Mornas,2020-09-05,2286.93398,0.0133
1402,35959,Antônio Carlos,2020-09-06,3134.79624,0.0407
1403,35982,Biguaçu,2020-09-06,2725.72892,0.0174
1404,36034,Florianópolis,2020-09-06,2271.69995,0.0106
1405,36043,Governador Celso Ramos,2020-09-06,4368.06792,0.011000000000000001
1406,36128,Palhoça,2020-09-06,3099.75353,0.0092
1407,36182,Santo Amaro da Imperatriz,2020-09-06,2612.49417,0.0179
1408,36198,São José,2020-09-06,2433.8379,0.0135
1409,36210,São Pedro de Alcântara,2020-09-06,3757.37152,0.0045
1410,36243,Águas Mornas,2020-09-06,2286.93398,0.0133
1411,36256,Antônio Carlos,2020-09-07,3123.18588,0.0409
1412,36279,Biguaçu,2020-09-07,2730.04634,0.0174
1413,36331,Florianópolis,2020-09-07,2288.99467,0.0106
1414,36340,Governador Celso Ramos,2020-09-07,4374.91442,0.011000000000000001
1415,36425,Palhoça,2020-09-07,3121.43411,0.0091
1416,36479,Santo Amaro da Imperatriz,2020-09-07,2612.49417,0.0179
1417,36495,São José,2020-09-07,2451.0254600000007,0.0134
1418,36507,São Pedro de Alcântara,2020-09-07,3757.37152,0.0045
1419,36540,Águas Mornas,2020-09-07,2286.93398,0.0133
1420,36553,Antônio Carlos,2020-09-08,3134.79624,0.0407
1421,36576,Biguaçu,2020-09-08,2741.55945,0.0173
1422,36628,Florianópolis,2020-09-08,2301.9657,0.0106
1423,36637,Governador Celso Ramos,2020-09-08,4388.60742,0.0109
1424,36722,Palhoça,2020-09-08,3129.99224,0.0093
1425,36776,Santo Amaro da Imperatriz,2020-09-08,2612.49417,0.0195
1426,36792,São José,2020-09-08,2455.82198,0.0132
1427,36804,São Pedro de Alcântara,2020-09-08,3757.37152,0.0045
1428,36837,Águas Mornas,2020-09-08,2286.93398,0.0133
1429,36850,Antônio Carlos,2020-09-09,3134.79624,0.0407
1430,36873,Biguaçu,2020-09-09,2754.5117,0.0172
1431,36925,Florianópolis,2020-09-09,2326.13899,0.0106
1432,36934,Governador Celso Ramos,2020-09-09,4409.14693,0.0109
1433,37019,Palhoça,2020-09-09,3159.08987,0.0092
1434,37073,Santo Amaro da Imperatriz,2020-09-09,2625.21735,0.0194
1435,37089,São José,2020-09-09,2479.0052,0.0131
1436,37101,São Pedro de Alcântara,2020-09-09,3824.76832,0.0088
1437,37134,Águas Mornas,2020-09-09,2286.93398,0.0133
1438,37147,Antônio Carlos,2020-09-10,3134.79624,0.0407
1439,37170,Biguaçu,2020-09-10,2763.14653,0.0172
1440,37222,Florianópolis,2020-09-10,2330.26614,0.0106
1441,37231,Governador Celso Ramos,2020-09-10,4409.14693,0.0109
1442,37316,Palhoça,2020-09-10,3170.5007100000007,0.0092
1443,37370,Santo Amaro da Imperatriz,2020-09-10,2637.94054,0.0193
1444,37386,São José,2020-09-10,2508.58379,0.0129
1445,37398,São Pedro de Alcântara,2020-09-10,3807.9191200000014,0.0044
1446,37431,Águas Mornas,2020-09-10,2302.18021,0.0132
1447,37444,Antônio Carlos,2020-09-11,3123.18588,0.0409
1448,37467,Biguaçu,2020-09-11,2781.85534,0.0171
1449,37519,Florianópolis,2020-09-11,2344.0233,0.0106
1450,37528,Governador Celso Ramos,2020-09-11,4450.22593,0.0108
1451,37613,Palhoça,2020-09-11,3177.347210000001,0.0092
1452,37667,Santo Amaro da Imperatriz,2020-09-11,2637.94054,0.0209
1453,37683,São José,2020-09-11,2559.34703,0.0127
1454,37695,São Pedro de Alcântara,2020-09-11,3993.26032,0.0042
1455,37728,Águas Mornas,2020-09-11,2302.18021,0.0132
1456,37741,Antônio Carlos,2020-09-12,3158.01695,0.0404
1457,37764,Biguaçu,2020-09-12,2786.17275,0.0165
1458,37816,Florianópolis,2020-09-12,2356.40474,0.0104
1459,37825,Governador Celso Ramos,2020-09-12,4463.91894,0.0107
1460,37910,Palhoça,2020-09-12,3195.034,0.0091
1461,37964,Santo Amaro da Imperatriz,2020-09-12,2654.90479,0.0208
1462,37980,São José,2020-09-12,2594.52157,0.0125
1463,37992,São Pedro de Alcântara,2020-09-12,4465.03791,0.0038
1464,38025,Águas Mornas,2020-09-12,2302.18021,0.0132
1465,38038,Antônio Carlos,2020-09-13,3169.6273100000008,0.0403
1466,38061,Biguaçu,2020-09-13,2799.125,0.0165
1467,38113,Florianópolis,2020-09-13,2362.30067,0.0104
1468,38122,Governador Celso Ramos,2020-09-13,4463.91894,0.0107
1469,38207,Palhoça,2020-09-13,3201.88051,0.0091
1470,38261,Santo Amaro da Imperatriz,2020-09-13,2659.14585,0.0207
1471,38277,São José,2020-09-13,2603.71491,0.0124
1472,38289,São Pedro de Alcântara,2020-09-13,4633.52991,0.0036
1473,38322,Águas Mornas,2020-09-13,2317.42644,0.0132
1474,38335,Antônio Carlos,2020-09-14,3169.6273100000008,0.0403
1475,38358,Biguaçu,2020-09-14,2804.8815600000007,0.0169
1476,38410,Florianópolis,2020-09-14,2376.05783,0.0105
1477,38419,Governador Celso Ramos,2020-09-14,4484.4584399999985,0.0107
1478,38504,Palhoça,2020-09-14,3209.86809,0.0091
1479,38558,Santo Amaro da Imperatriz,2020-09-14,2659.14585,0.0207
1480,38574,São José,2020-09-14,2614.10739,0.0124
1481,38586,São Pedro de Alcântara,2020-09-14,4650.37911,0.0036
1482,38619,Águas Mornas,2020-09-14,2317.42644,0.0132
1483,38632,Antônio Carlos,2020-09-15,3192.84802,0.04
1484,38655,Biguaçu,2020-09-15,2817.83381,0.0169
1485,38707,Florianópolis,2020-09-15,2396.69357,0.0104
1486,38716,Governador Celso Ramos,2020-09-15,4511.84445,0.0106
1487,38801,Palhoça,2020-09-15,3232.11922,0.0092
1488,38855,Santo Amaro da Imperatriz,2020-09-15,2676.1101,0.0206
1489,38871,São José,2020-09-15,2652.87932,0.0122
1490,38883,São Pedro de Alcântara,2020-09-15,4667.22831,0.0036
