,city,city_ibge_code,date,new_confirmed,new_deaths,latitude,longitude
54612,São José,4216602.0,2020-11-07,207,1,-27.6136,-48.6366
54624,São Pedro de Alcântara,4217253.0,2020-11-07,2,0,-27.5665,-48.8048
54657,Águas Mornas,4200606.0,2020-11-07,16,0,-27.6963,-48.8243
54670,Antônio Carlos,4201208.0,2020-11-08,0,1,-27.5191,-48.766000000000005
54693,Biguaçu,4202305.0,2020-11-08,6,0,-27.496,-48.6598
54745,Florianópolis,4205407.0,2020-11-08,300,2,-27.5945,-48.5477
54754,Governador Celso Ramos,4206009.0,2020-11-08,0,0,-27.3172,-48.5576
54839,Palhoça,4211900.0,2020-11-08,9,0,-27.6455,-48.6697
54893,Santo Amaro da Imperatriz,4215703.0,2020-11-08,1,0,-27.6852,-48.7813
54909,São José,4216602.0,2020-11-08,60,1,-27.6136,-48.6366
54921,São Pedro de Alcântara,4217253.0,2020-11-08,0,0,-27.5665,-48.8048
54954,Águas Mornas,4200606.0,2020-11-08,0,0,-27.6963,-48.8243
54967,Antônio Carlos,4201208.0,2020-11-09,5,0,-27.5191,-48.766000000000005
54990,Biguaçu,4202305.0,2020-11-09,26,1,-27.496,-48.6598
55042,Florianópolis,4205407.0,2020-11-09,83,2,-27.5945,-48.5477
55051,Governador Celso Ramos,4206009.0,2020-11-09,12,0,-27.3172,-48.5576
55136,Palhoça,4211900.0,2020-11-09,18,1,-27.6455,-48.6697
55190,Santo Amaro da Imperatriz,4215703.0,2020-11-09,22,0,-27.6852,-48.7813
55206,São José,4216602.0,2020-11-09,26,4,-27.6136,-48.6366
55218,São Pedro de Alcântara,4217253.0,2020-11-09,6,0,-27.5665,-48.8048
55251,Águas Mornas,4200606.0,2020-11-09,2,0,-27.6963,-48.8243
55264,Antônio Carlos,4201208.0,2020-11-10,11,0,-27.5191,-48.766000000000005
55287,Biguaçu,4202305.0,2020-11-10,69,0,-27.496,-48.6598
55339,Florianópolis,4205407.0,2020-11-10,832,0,-27.5945,-48.5477
55348,Governador Celso Ramos,4206009.0,2020-11-10,8,0,-27.3172,-48.5576
55433,Palhoça,4211900.0,2020-11-10,385,1,-27.6455,-48.6697
55487,Santo Amaro da Imperatriz,4215703.0,2020-11-10,17,0,-27.6852,-48.7813
55503,São José,4216602.0,2020-11-10,368,0,-27.6136,-48.6366
55515,São Pedro de Alcântara,4217253.0,2020-11-10,6,0,-27.5665,-48.8048
55548,Águas Mornas,4200606.0,2020-11-10,6,0,-27.6963,-48.8243
55561,Antônio Carlos,4201208.0,2020-11-11,5,0,-27.5191,-48.766000000000005
55584,Biguaçu,4202305.0,2020-11-11,16,0,-27.496,-48.6598
55636,Florianópolis,4205407.0,2020-11-11,273,6,-27.5945,-48.5477
55645,Governador Celso Ramos,4206009.0,2020-11-11,3,0,-27.3172,-48.5576
55730,Palhoça,4211900.0,2020-11-11,56,2,-27.6455,-48.6697
55784,Santo Amaro da Imperatriz,4215703.0,2020-11-11,4,0,-27.6852,-48.7813
55800,São José,4216602.0,2020-11-11,227,5,-27.6136,-48.6366
55812,São Pedro de Alcântara,4217253.0,2020-11-11,2,0,-27.5665,-48.8048
55845,Águas Mornas,4200606.0,2020-11-11,6,0,-27.6963,-48.8243
55858,Antônio Carlos,4201208.0,2020-11-12,3,0,-27.5191,-48.766000000000005
55881,Biguaçu,4202305.0,2020-11-12,22,0,-27.496,-48.6598
55933,Florianópolis,4205407.0,2020-11-12,322,2,-27.5945,-48.5477
55942,Governador Celso Ramos,4206009.0,2020-11-12,5,0,-27.3172,-48.5576
56027,Palhoça,4211900.0,2020-11-12,59,1,-27.6455,-48.6697
56081,Santo Amaro da Imperatriz,4215703.0,2020-11-12,0,0,-27.6852,-48.7813
56097,São José,4216602.0,2020-11-12,57,1,-27.6136,-48.6366
56109,São Pedro de Alcântara,4217253.0,2020-11-12,0,0,-27.5665,-48.8048
56142,Águas Mornas,4200606.0,2020-11-12,3,0,-27.6963,-48.8243
56155,Antônio Carlos,4201208.0,2020-11-13,17,0,-27.5191,-48.766000000000005
56178,Biguaçu,4202305.0,2020-11-13,94,1,-27.496,-48.6598
56230,Florianópolis,4205407.0,2020-11-13,373,3,-27.5945,-48.5477
56239,Governador Celso Ramos,4206009.0,2020-11-13,18,0,-27.3172,-48.5576
56324,Palhoça,4211900.0,2020-11-13,108,1,-27.6455,-48.6697
56378,Santo Amaro da Imperatriz,4215703.0,2020-11-13,2,0,-27.6852,-48.7813
56394,São José,4216602.0,2020-11-13,284,0,-27.6136,-48.6366
56406,São Pedro de Alcântara,4217253.0,2020-11-13,-1,0,-27.5665,-48.8048
56439,Águas Mornas,4200606.0,2020-11-13,3,0,-27.6963,-48.8243
56452,Antônio Carlos,4201208.0,2020-11-14,3,0,-27.5191,-48.766000000000005
56475,Biguaçu,4202305.0,2020-11-14,77,0,-27.496,-48.6598
56527,Florianópolis,4205407.0,2020-11-14,619,2,-27.5945,-48.5477
56536,Governador Celso Ramos,4206009.0,2020-11-14,11,0,-27.3172,-48.5576
56621,Palhoça,4211900.0,2020-11-14,112,1,-27.6455,-48.6697
56675,Santo Amaro da Imperatriz,4215703.0,2020-11-14,3,0,-27.6852,-48.7813
56691,São José,4216602.0,2020-11-14,239,1,-27.6136,-48.6366
56703,São Pedro de Alcântara,4217253.0,2020-11-14,2,0,-27.5665,-48.8048
56736,Águas Mornas,4200606.0,2020-11-14,3,0,-27.6963,-48.8243
56749,Antônio Carlos,4201208.0,2020-11-15,7,0,-27.5191,-48.766000000000005
56772,Biguaçu,4202305.0,2020-11-15,58,0,-27.496,-48.6598
56824,Florianópolis,4205407.0,2020-11-15,185,2,-27.5945,-48.5477
56833,Governador Celso Ramos,4206009.0,2020-11-15,21,0,-27.3172,-48.5576
56918,Palhoça,4211900.0,2020-11-15,84,0,-27.6455,-48.6697
56972,Santo Amaro da Imperatriz,4215703.0,2020-11-15,28,0,-27.6852,-48.7813
56988,São José,4216602.0,2020-11-15,44,0,-27.6136,-48.6366
57000,São Pedro de Alcântara,4217253.0,2020-11-15,5,0,-27.5665,-48.8048
57033,Águas Mornas,4200606.0,2020-11-15,10,0,-27.6963,-48.8243
57046,Antônio Carlos,4201208.0,2020-11-16,0,0,-27.5191,-48.766000000000005
57069,Biguaçu,4202305.0,2020-11-16,16,0,-27.496,-48.6598
57121,Florianópolis,4205407.0,2020-11-16,161,0,-27.5945,-48.5477
57130,Governador Celso Ramos,4206009.0,2020-11-16,4,0,-27.3172,-48.5576
57215,Palhoça,4211900.0,2020-11-16,24,1,-27.6455,-48.6697
57269,Santo Amaro da Imperatriz,4215703.0,2020-11-16,2,0,-27.6852,-48.7813
57285,São José,4216602.0,2020-11-16,116,0,-27.6136,-48.6366
57297,São Pedro de Alcântara,4217253.0,2020-11-16,2,0,-27.5665,-48.8048
57330,Águas Mornas,4200606.0,2020-11-16,3,0,-27.6963,-48.8243
57343,Antônio Carlos,4201208.0,2020-11-17,5,0,-27.5191,-48.766000000000005
57366,Biguaçu,4202305.0,2020-11-17,29,0,-27.496,-48.6598
57418,Florianópolis,4205407.0,2020-11-17,500,5,-27.5945,-48.5477
57427,Governador Celso Ramos,4206009.0,2020-11-17,14,1,-27.3172,-48.5576
57512,Palhoça,4211900.0,2020-11-17,167,2,-27.6455,-48.6697
57566,Santo Amaro da Imperatriz,4215703.0,2020-11-17,14,1,-27.6852,-48.7813
57582,São José,4216602.0,2020-11-17,173,3,-27.6136,-48.6366
57594,São Pedro de Alcântara,4217253.0,2020-11-17,0,0,-27.5665,-48.8048
57627,Águas Mornas,4200606.0,2020-11-17,1,0,-27.6963,-48.8243
57640,Antônio Carlos,4201208.0,2020-11-18,2,0,-27.5191,-48.766000000000005
57663,Biguaçu,4202305.0,2020-11-18,53,0,-27.496,-48.6598
57715,Florianópolis,4205407.0,2020-11-18,384,2,-27.5945,-48.5477
57724,Governador Celso Ramos,4206009.0,2020-11-18,2,0,-27.3172,-48.5576
57809,Palhoça,4211900.0,2020-11-18,156,1,-27.6455,-48.6697
57863,Santo Amaro da Imperatriz,4215703.0,2020-11-18,50,0,-27.6852,-48.7813
57879,São José,4216602.0,2020-11-18,105,0,-27.6136,-48.6366
57891,São Pedro de Alcântara,4217253.0,2020-11-18,11,0,-27.5665,-48.8048
57924,Águas Mornas,4200606.0,2020-11-18,16,0,-27.6963,-48.8243
57937,Antônio Carlos,4201208.0,2020-11-19,15,0,-27.5191,-48.766000000000005
57960,Biguaçu,4202305.0,2020-11-19,87,0,-27.496,-48.6598
58012,Florianópolis,4205407.0,2020-11-19,250,2,-27.5945,-48.5477
58021,Governador Celso Ramos,4206009.0,2020-11-19,15,0,-27.3172,-48.5576
58106,Palhoça,4211900.0,2020-11-19,132,0,-27.6455,-48.6697
58160,Santo Amaro da Imperatriz,4215703.0,2020-11-19,8,0,-27.6852,-48.7813
58176,São José,4216602.0,2020-11-19,164,3,-27.6136,-48.6366
58188,São Pedro de Alcântara,4217253.0,2020-11-19,2,0,-27.5665,-48.8048
58221,Águas Mornas,4200606.0,2020-11-19,1,0,-27.6963,-48.8243
58234,Antônio Carlos,4201208.0,2020-11-20,16,0,-27.5191,-48.766000000000005
58257,Biguaçu,4202305.0,2020-11-20,56,0,-27.496,-48.6598
58309,Florianópolis,4205407.0,2020-11-20,950,4,-27.5945,-48.5477
58318,Governador Celso Ramos,4206009.0,2020-11-20,23,0,-27.3172,-48.5576
58403,Palhoça,4211900.0,2020-11-20,122,0,-27.6455,-48.6697
58457,Santo Amaro da Imperatriz,4215703.0,2020-11-20,50,1,-27.6852,-48.7813
58473,São José,4216602.0,2020-11-20,245,0,-27.6136,-48.6366
58485,São Pedro de Alcântara,4217253.0,2020-11-20,1,0,-27.5665,-48.8048
58518,Águas Mornas,4200606.0,2020-11-20,6,0,-27.6963,-48.8243
58531,Antônio Carlos,4201208.0,2020-11-21,0,0,-27.5191,-48.766000000000005
58554,Biguaçu,4202305.0,2020-11-21,110,0,-27.496,-48.6598
58606,Florianópolis,4205407.0,2020-11-21,718,4,-27.5945,-48.5477
58615,Governador Celso Ramos,4206009.0,2020-11-21,2,0,-27.3172,-48.5576
58700,Palhoça,4211900.0,2020-11-21,378,0,-27.6455,-48.6697
58754,Santo Amaro da Imperatriz,4215703.0,2020-11-21,30,0,-27.6852,-48.7813
58770,São José,4216602.0,2020-11-21,278,0,-27.6136,-48.6366
58782,São Pedro de Alcântara,4217253.0,2020-11-21,2,0,-27.5665,-48.8048
58815,Águas Mornas,4200606.0,2020-11-21,0,0,-27.6963,-48.8243
58828,Antônio Carlos,4201208.0,2020-11-22,1,0,-27.5191,-48.766000000000005
58851,Biguaçu,4202305.0,2020-11-22,47,0,-27.496,-48.6598
58903,Florianópolis,4205407.0,2020-11-22,268,1,-27.5945,-48.5477
58912,Governador Celso Ramos,4206009.0,2020-11-22,1,0,-27.3172,-48.5576
58997,Palhoça,4211900.0,2020-11-22,30,0,-27.6455,-48.6697
59051,Santo Amaro da Imperatriz,4215703.0,2020-11-22,22,0,-27.6852,-48.7813
59067,São José,4216602.0,2020-11-22,188,0,-27.6136,-48.6366
59079,São Pedro de Alcântara,4217253.0,2020-11-22,1,0,-27.5665,-48.8048
59112,Águas Mornas,4200606.0,2020-11-22,0,0,-27.6963,-48.8243
59125,Antônio Carlos,4201208.0,2020-11-23,0,0,-27.5191,-48.766000000000005
59148,Biguaçu,4202305.0,2020-11-23,10,0,-27.496,-48.6598
59200,Florianópolis,4205407.0,2020-11-23,201,2,-27.5945,-48.5477
59209,Governador Celso Ramos,4206009.0,2020-11-23,1,0,-27.3172,-48.5576
59294,Palhoça,4211900.0,2020-11-23,13,0,-27.6455,-48.6697
59348,Santo Amaro da Imperatriz,4215703.0,2020-11-23,1,0,-27.6852,-48.7813
59364,São José,4216602.0,2020-11-23,112,1,-27.6136,-48.6366
59376,São Pedro de Alcântara,4217253.0,2020-11-23,0,0,-27.5665,-48.8048
59409,Águas Mornas,4200606.0,2020-11-23,0,0,-27.6963,-48.8243
59422,Antônio Carlos,4201208.0,2020-11-24,2,0,-27.5191,-48.766000000000005
59445,Biguaçu,4202305.0,2020-11-24,73,1,-27.496,-48.6598
59497,Florianópolis,4205407.0,2020-11-24,259,3,-27.5945,-48.5477
59506,Governador Celso Ramos,4206009.0,2020-11-24,8,0,-27.3172,-48.5576
59591,Palhoça,4211900.0,2020-11-24,89,0,-27.6455,-48.6697
59645,Santo Amaro da Imperatriz,4215703.0,2020-11-24,6,0,-27.6852,-48.7813
59661,São José,4216602.0,2020-11-24,270,3,-27.6136,-48.6366
59673,São Pedro de Alcântara,4217253.0,2020-11-24,2,0,-27.5665,-48.8048
59706,Águas Mornas,4200606.0,2020-11-24,11,0,-27.6963,-48.8243
59719,Antônio Carlos,4201208.0,2020-11-25,4,1,-27.5191,-48.766000000000005
59742,Biguaçu,4202305.0,2020-11-25,48,0,-27.496,-48.6598
59794,Florianópolis,4205407.0,2020-11-25,90,2,-27.5945,-48.5477
59803,Governador Celso Ramos,4206009.0,2020-11-25,9,0,-27.3172,-48.5576
59888,Palhoça,4211900.0,2020-11-25,81,0,-27.6455,-48.6697
59942,Santo Amaro da Imperatriz,4215703.0,2020-11-25,24,0,-27.6852,-48.7813
59958,São José,4216602.0,2020-11-25,188,1,-27.6136,-48.6366
59970,São Pedro de Alcântara,4217253.0,2020-11-25,3,0,-27.5665,-48.8048
60003,Águas Mornas,4200606.0,2020-11-25,0,0,-27.6963,-48.8243
60016,Antônio Carlos,4201208.0,2020-11-26,5,0,-27.5191,-48.766000000000005
60039,Biguaçu,4202305.0,2020-11-26,101,1,-27.496,-48.6598
60091,Florianópolis,4205407.0,2020-11-26,495,6,-27.5945,-48.5477
60100,Governador Celso Ramos,4206009.0,2020-11-26,22,0,-27.3172,-48.5576
60185,Palhoça,4211900.0,2020-11-26,150,2,-27.6455,-48.6697
60239,Santo Amaro da Imperatriz,4215703.0,2020-11-26,32,1,-27.6852,-48.7813
60255,São José,4216602.0,2020-11-26,240,1,-27.6136,-48.6366
60267,São Pedro de Alcântara,4217253.0,2020-11-26,10,0,-27.5665,-48.8048
60300,Águas Mornas,4200606.0,2020-11-26,5,0,-27.6963,-48.8243
60313,Antônio Carlos,4201208.0,2020-11-27,0,0,-27.5191,-48.766000000000005
60336,Biguaçu,4202305.0,2020-11-27,0,0,-27.496,-48.6598
60388,Florianópolis,4205407.0,2020-11-27,0,0,-27.5945,-48.5477
60397,Governador Celso Ramos,4206009.0,2020-11-27,0,0,-27.3172,-48.5576
60482,Palhoça,4211900.0,2020-11-27,0,0,-27.6455,-48.6697
60536,Santo Amaro da Imperatriz,4215703.0,2020-11-27,0,0,-27.6852,-48.7813
60552,São José,4216602.0,2020-11-27,0,0,-27.6136,-48.6366
60564,São Pedro de Alcântara,4217253.0,2020-11-27,0,0,-27.5665,-48.8048
60597,Águas Mornas,4200606.0,2020-11-27,0,0,-27.6963,-48.8243
60610,Antônio Carlos,4201208.0,2020-11-28,10,0,-27.5191,-48.766000000000005
60633,Biguaçu,4202305.0,2020-11-28,80,4,-27.496,-48.6598
60685,Florianópolis,4205407.0,2020-11-28,1498,10,-27.5945,-48.5477
60694,Governador Celso Ramos,4206009.0,2020-11-28,14,-2,-27.3172,-48.5576
60779,Palhoça,4211900.0,2020-11-28,291,3,-27.6455,-48.6697
60833,Santo Amaro da Imperatriz,4215703.0,2020-11-28,14,1,-27.6852,-48.7813
60849,São José,4216602.0,2020-11-28,819,-2,-27.6136,-48.6366
60861,São Pedro de Alcântara,4217253.0,2020-11-28,8,1,-27.5665,-48.8048
60894,Águas Mornas,4200606.0,2020-11-28,3,0,-27.6963,-48.8243
60907,Antônio Carlos,4201208.0,2020-11-29,27,0,-27.5191,-48.766000000000005
60930,Biguaçu,4202305.0,2020-11-29,43,0,-27.496,-48.6598
60982,Florianópolis,4205407.0,2020-11-29,329,0,-27.5945,-48.5477
60991,Governador Celso Ramos,4206009.0,2020-11-29,0,0,-27.3172,-48.5576
61076,Palhoça,4211900.0,2020-11-29,87,0,-27.6455,-48.6697
61130,Santo Amaro da Imperatriz,4215703.0,2020-11-29,15,0,-27.6852,-48.7813
61146,São José,4216602.0,2020-11-29,42,2,-27.6136,-48.6366
61158,São Pedro de Alcântara,4217253.0,2020-11-29,0,0,-27.5665,-48.8048
61191,Águas Mornas,4200606.0,2020-11-29,1,0,-27.6963,-48.8243
61204,Antônio Carlos,4201208.0,2020-11-30,20,0,-27.5191,-48.766000000000005
61227,Biguaçu,4202305.0,2020-11-30,140,0,-27.496,-48.6598
61279,Florianópolis,4205407.0,2020-11-30,565,1,-27.5945,-48.5477
61288,Governador Celso Ramos,4206009.0,2020-11-30,30,0,-27.3172,-48.5576
61373,Palhoça,4211900.0,2020-11-30,102,1,-27.6455,-48.6697
61427,Santo Amaro da Imperatriz,4215703.0,2020-11-30,22,0,-27.6852,-48.7813
61443,São José,4216602.0,2020-11-30,246,1,-27.6136,-48.6366
61455,São Pedro de Alcântara,4217253.0,2020-11-30,9,0,-27.5665,-48.8048
61488,Águas Mornas,4200606.0,2020-11-30,8,0,-27.6963,-48.8243
61501,Antônio Carlos,4201208.0,2020-12-01,11,0,-27.5191,-48.766000000000005
61524,Biguaçu,4202305.0,2020-12-01,62,1,-27.496,-48.6598
61576,Florianópolis,4205407.0,2020-12-01,500,1,-27.5945,-48.5477
61585,Governador Celso Ramos,4206009.0,2020-12-01,14,1,-27.3172,-48.5576
61670,Palhoça,4211900.0,2020-12-01,238,2,-27.6455,-48.6697
61724,Santo Amaro da Imperatriz,4215703.0,2020-12-01,14,0,-27.6852,-48.7813
61740,São José,4216602.0,2020-12-01,207,5,-27.6136,-48.6366
61752,São Pedro de Alcântara,4217253.0,2020-12-01,13,0,-27.5665,-48.8048
61785,Águas Mornas,4200606.0,2020-12-01,3,0,-27.6963,-48.8243
61798,Antônio Carlos,4201208.0,2020-12-02,12,0,-27.5191,-48.766000000000005
61821,Biguaçu,4202305.0,2020-12-02,66,0,-27.496,-48.6598
61873,Florianópolis,4205407.0,2020-12-02,405,4,-27.5945,-48.5477
61882,Governador Celso Ramos,4206009.0,2020-12-02,15,0,-27.3172,-48.5576
61967,Palhoça,4211900.0,2020-12-02,253,2,-27.6455,-48.6697
62021,Santo Amaro da Imperatriz,4215703.0,2020-12-02,9,1,-27.6852,-48.7813
62037,São José,4216602.0,2020-12-02,201,3,-27.6136,-48.6366
62049,São Pedro de Alcântara,4217253.0,2020-12-02,15,0,-27.5665,-48.8048
62082,Águas Mornas,4200606.0,2020-12-02,11,0,-27.6963,-48.8243
62095,Antônio Carlos,4201208.0,2020-12-03,1,0,-27.5191,-48.766000000000005
62118,Biguaçu,4202305.0,2020-12-03,54,0,-27.496,-48.6598
62170,Florianópolis,4205407.0,2020-12-03,157,6,-27.5945,-48.5477
62179,Governador Celso Ramos,4206009.0,2020-12-03,7,0,-27.3172,-48.5576
62264,Palhoça,4211900.0,2020-12-03,82,0,-27.6455,-48.6697
62318,Santo Amaro da Imperatriz,4215703.0,2020-12-03,14,0,-27.6852,-48.7813
62334,São José,4216602.0,2020-12-03,216,6,-27.6136,-48.6366
62346,São Pedro de Alcântara,4217253.0,2020-12-03,0,0,-27.5665,-48.8048
62379,Águas Mornas,4200606.0,2020-12-03,1,0,-27.6963,-48.8243
62392,Antônio Carlos,4201208.0,2020-12-04,2,0,-27.5191,-48.766000000000005
62415,Biguaçu,4202305.0,2020-12-04,67,0,-27.496,-48.6598
62467,Florianópolis,4205407.0,2020-12-04,369,1,-27.5945,-48.5477
62476,Governador Celso Ramos,4206009.0,2020-12-04,7,0,-27.3172,-48.5576
62561,Palhoça,4211900.0,2020-12-04,119,0,-27.6455,-48.6697
62615,Santo Amaro da Imperatriz,4215703.0,2020-12-04,17,0,-27.6852,-48.7813
62631,São José,4216602.0,2020-12-04,256,1,-27.6136,-48.6366
62643,São Pedro de Alcântara,4217253.0,2020-12-04,1,0,-27.5665,-48.8048
62676,Águas Mornas,4200606.0,2020-12-04,0,0,-27.6963,-48.8243
62689,Antônio Carlos,4201208.0,2020-12-05,4,0,-27.5191,-48.766000000000005
62712,Biguaçu,4202305.0,2020-12-05,33,0,-27.496,-48.6598
62764,Florianópolis,4205407.0,2020-12-05,302,2,-27.5945,-48.5477
62773,Governador Celso Ramos,4206009.0,2020-12-05,14,0,-27.3172,-48.5576
62858,Palhoça,4211900.0,2020-12-05,70,1,-27.6455,-48.6697
62912,Santo Amaro da Imperatriz,4215703.0,2020-12-05,15,1,-27.6852,-48.7813
62928,São José,4216602.0,2020-12-05,143,1,-27.6136,-48.6366
62940,São Pedro de Alcântara,4217253.0,2020-12-05,1,0,-27.5665,-48.8048
62973,Águas Mornas,4200606.0,2020-12-05,2,0,-27.6963,-48.8243
62986,Antônio Carlos,4201208.0,2020-12-06,6,0,-27.5191,-48.766000000000005
63009,Biguaçu,4202305.0,2020-12-06,37,0,-27.496,-48.6598
63061,Florianópolis,4205407.0,2020-12-06,200,1,-27.5945,-48.5477
63070,Governador Celso Ramos,4206009.0,2020-12-06,0,0,-27.3172,-48.5576
63155,Palhoça,4211900.0,2020-12-06,59,0,-27.6455,-48.6697
63209,Santo Amaro da Imperatriz,4215703.0,2020-12-06,8,0,-27.6852,-48.7813
63225,São José,4216602.0,2020-12-06,64,0,-27.6136,-48.6366
63237,São Pedro de Alcântara,4217253.0,2020-12-06,5,0,-27.5665,-48.8048
63270,Águas Mornas,4200606.0,2020-12-06,1,0,-27.6963,-48.8243
63283,Antônio Carlos,4201208.0,2020-12-07,11,0,-27.5191,-48.766000000000005
63306,Biguaçu,4202305.0,2020-12-07,57,0,-27.496,-48.6598
63358,Florianópolis,4205407.0,2020-12-07,296,0,-27.5945,-48.5477
63367,Governador Celso Ramos,4206009.0,2020-12-07,2,0,-27.3172,-48.5576
63452,Palhoça,4211900.0,2020-12-07,90,0,-27.6455,-48.6697
63506,Santo Amaro da Imperatriz,4215703.0,2020-12-07,16,0,-27.6852,-48.7813
63522,São José,4216602.0,2020-12-07,179,0,-27.6136,-48.6366
63534,São Pedro de Alcântara,4217253.0,2020-12-07,0,0,-27.5665,-48.8048
63567,Águas Mornas,4200606.0,2020-12-07,3,0,-27.6963,-48.8243
63580,Antônio Carlos,4201208.0,2020-12-08,7,0,-27.5191,-48.766000000000005
63603,Biguaçu,4202305.0,2020-12-08,74,1,-27.496,-48.6598
63655,Florianópolis,4205407.0,2020-12-08,254,7,-27.5945,-48.5477
63664,Governador Celso Ramos,4206009.0,2020-12-08,8,0,-27.3172,-48.5576
63749,Palhoça,4211900.0,2020-12-08,157,2,-27.6455,-48.6697
63803,Santo Amaro da Imperatriz,4215703.0,2020-12-08,23,1,-27.6852,-48.7813
63819,São José,4216602.0,2020-12-08,215,2,-27.6136,-48.6366
63831,São Pedro de Alcântara,4217253.0,2020-12-08,0,0,-27.5665,-48.8048
63864,Águas Mornas,4200606.0,2020-12-08,2,0,-27.6963,-48.8243
63877,Antônio Carlos,4201208.0,2020-12-09,4,0,-27.5191,-48.766000000000005
63900,Biguaçu,4202305.0,2020-12-09,54,0,-27.496,-48.6598
63952,Florianópolis,4205407.0,2020-12-09,391,1,-27.5945,-48.5477
63961,Governador Celso Ramos,4206009.0,2020-12-09,2,0,-27.3172,-48.5576
64046,Palhoça,4211900.0,2020-12-09,111,0,-27.6455,-48.6697
64100,Santo Amaro da Imperatriz,4215703.0,2020-12-09,5,0,-27.6852,-48.7813
64116,São José,4216602.0,2020-12-09,186,1,-27.6136,-48.6366
64128,São Pedro de Alcântara,4217253.0,2020-12-09,12,0,-27.5665,-48.8048
64161,Águas Mornas,4200606.0,2020-12-09,0,0,-27.6963,-48.8243
64174,Antônio Carlos,4201208.0,2020-12-10,5,0,-27.5191,-48.766000000000005
64197,Biguaçu,4202305.0,2020-12-10,13,0,-27.496,-48.6598
64249,Florianópolis,4205407.0,2020-12-10,150,3,-27.5945,-48.5477
64258,Governador Celso Ramos,4206009.0,2020-12-10,2,0,-27.3172,-48.5576
64343,Palhoça,4211900.0,2020-12-10,95,0,-27.6455,-48.6697
64397,Santo Amaro da Imperatriz,4215703.0,2020-12-10,25,0,-27.6852,-48.7813
64413,São José,4216602.0,2020-12-10,200,2,-27.6136,-48.6366
64425,São Pedro de Alcântara,4217253.0,2020-12-10,9,0,-27.5665,-48.8048
64458,Águas Mornas,4200606.0,2020-12-10,2,0,-27.6963,-48.8243
64471,Antônio Carlos,4201208.0,2020-12-11,4,0,-27.5191,-48.766000000000005
64494,Biguaçu,4202305.0,2020-12-11,47,0,-27.496,-48.6598
64546,Florianópolis,4205407.0,2020-12-11,276,5,-27.5945,-48.5477
64555,Governador Celso Ramos,4206009.0,2020-12-11,2,0,-27.3172,-48.5576
64640,Palhoça,4211900.0,2020-12-11,60,1,-27.6455,-48.6697
64694,Santo Amaro da Imperatriz,4215703.0,2020-12-11,60,0,-27.6852,-48.7813
64710,São José,4216602.0,2020-12-11,164,4,-27.6136,-48.6366
64722,São Pedro de Alcântara,4217253.0,2020-12-11,2,0,-27.5665,-48.8048
64755,Águas Mornas,4200606.0,2020-12-11,2,0,-27.6963,-48.8243
64768,Antônio Carlos,4201208.0,2020-12-12,4,0,-27.5191,-48.766000000000005
64791,Biguaçu,4202305.0,2020-12-12,43,0,-27.496,-48.6598
64843,Florianópolis,4205407.0,2020-12-12,336,5,-27.5945,-48.5477
64852,Governador Celso Ramos,4206009.0,2020-12-12,18,0,-27.3172,-48.5576
64937,Palhoça,4211900.0,2020-12-12,122,0,-27.6455,-48.6697
64991,Santo Amaro da Imperatriz,4215703.0,2020-12-12,15,0,-27.6852,-48.7813
65007,São José,4216602.0,2020-12-12,146,2,-27.6136,-48.6366
65019,São Pedro de Alcântara,4217253.0,2020-12-12,5,0,-27.5665,-48.8048
65052,Águas Mornas,4200606.0,2020-12-12,9,0,-27.6963,-48.8243
65065,Antônio Carlos,4201208.0,2020-12-13,3,0,-27.5191,-48.766000000000005
65088,Biguaçu,4202305.0,2020-12-13,11,1,-27.496,-48.6598
65140,Florianópolis,4205407.0,2020-12-13,212,0,-27.5945,-48.5477
65149,Governador Celso Ramos,4206009.0,2020-12-13,2,0,-27.3172,-48.5576
65234,Palhoça,4211900.0,2020-12-13,27,0,-27.6455,-48.6697
65288,Santo Amaro da Imperatriz,4215703.0,2020-12-13,7,0,-27.6852,-48.7813
65304,São José,4216602.0,2020-12-13,57,1,-27.6136,-48.6366
65316,São Pedro de Alcântara,4217253.0,2020-12-13,1,0,-27.5665,-48.8048
65349,Águas Mornas,4200606.0,2020-12-13,2,0,-27.6963,-48.8243
65362,Antônio Carlos,4201208.0,2020-12-14,15,0,-27.5191,-48.766000000000005
65385,Biguaçu,4202305.0,2020-12-14,81,0,-27.496,-48.6598
65437,Florianópolis,4205407.0,2020-12-14,272,3,-27.5945,-48.5477
65446,Governador Celso Ramos,4206009.0,2020-12-14,11,0,-27.3172,-48.5576
65531,Palhoça,4211900.0,2020-12-14,130,2,-27.6455,-48.6697
65585,Santo Amaro da Imperatriz,4215703.0,2020-12-14,2,0,-27.6852,-48.7813
65601,São José,4216602.0,2020-12-14,132,0,-27.6136,-48.6366
65613,São Pedro de Alcântara,4217253.0,2020-12-14,6,0,-27.5665,-48.8048
65646,Águas Mornas,4200606.0,2020-12-14,5,0,-27.6963,-48.8243
65659,Antônio Carlos,4201208.0,2020-12-15,1,0,-27.5191,-48.766000000000005
65682,Biguaçu,4202305.0,2020-12-15,20,0,-27.496,-48.6598
65734,Florianópolis,4205407.0,2020-12-15,179,9,-27.5945,-48.5477
65743,Governador Celso Ramos,4206009.0,2020-12-15,10,0,-27.3172,-48.5576
65828,Palhoça,4211900.0,2020-12-15,83,2,-27.6455,-48.6697
