,city,city_ibge_code,date,new_confirmed,new_deaths,latitude,longitude
18755,Palhoça,4211900.0,2020-07-09,45,0,-27.6455,-48.6697
18808,Santo Amaro da Imperatriz,4215703.0,2020-07-09,4,0,-27.6852,-48.7813
18824,São José,4216602.0,2020-07-09,55,1,-27.6136,-48.6366
18836,São Pedro de Alcântara,4217253.0,2020-07-09,0,0,-27.5665,-48.8048
18868,Águas Mornas,4200606.0,2020-07-09,2,0,-27.6963,-48.8243
18881,Antônio Carlos,4201208.0,2020-07-10,14,0,-27.5191,-48.766000000000005
18902,Biguaçu,4202305.0,2020-07-10,17,0,-27.496,-48.6598
18951,Florianópolis,4205407.0,2020-07-10,75,1,-27.5945,-48.5477
18960,Governador Celso Ramos,4206009.0,2020-07-10,10,0,-27.3172,-48.5576
19041,Palhoça,4211900.0,2020-07-10,82,1,-27.6455,-48.6697
19094,Santo Amaro da Imperatriz,4215703.0,2020-07-10,7,0,-27.6852,-48.7813
19110,São José,4216602.0,2020-07-10,48,1,-27.6136,-48.6366
19122,São Pedro de Alcântara,4217253.0,2020-07-10,1,0,-27.5665,-48.8048
19154,Águas Mornas,4200606.0,2020-07-10,0,0,-27.6963,-48.8243
19167,Antônio Carlos,4201208.0,2020-07-11,9,0,-27.5191,-48.766000000000005
19188,Biguaçu,4202305.0,2020-07-11,21,1,-27.496,-48.6598
19237,Florianópolis,4205407.0,2020-07-11,61,3,-27.5945,-48.5477
19246,Governador Celso Ramos,4206009.0,2020-07-11,5,0,-27.3172,-48.5576
19327,Palhoça,4211900.0,2020-07-11,22,1,-27.6455,-48.6697
19380,Santo Amaro da Imperatriz,4215703.0,2020-07-11,1,0,-27.6852,-48.7813
19396,São José,4216602.0,2020-07-11,92,0,-27.6136,-48.6366
19408,São Pedro de Alcântara,4217253.0,2020-07-11,1,0,-27.5665,-48.8048
19440,Águas Mornas,4200606.0,2020-07-11,1,0,-27.6963,-48.8243
19453,Antônio Carlos,4201208.0,2020-07-12,2,0,-27.5191,-48.766000000000005
19475,Biguaçu,4202305.0,2020-07-12,16,0,-27.496,-48.6598
19524,Florianópolis,4205407.0,2020-07-12,23,0,-27.5945,-48.5477
19533,Governador Celso Ramos,4206009.0,2020-07-12,2,0,-27.3172,-48.5576
19614,Palhoça,4211900.0,2020-07-12,53,1,-27.6455,-48.6697
19667,Santo Amaro da Imperatriz,4215703.0,2020-07-12,5,1,-27.6852,-48.7813
19683,São José,4216602.0,2020-07-12,32,1,-27.6136,-48.6366
19695,São Pedro de Alcântara,4217253.0,2020-07-12,0,0,-27.5665,-48.8048
19727,Águas Mornas,4200606.0,2020-07-12,0,0,-27.6963,-48.8243
19740,Antônio Carlos,4201208.0,2020-07-13,2,0,-27.5191,-48.766000000000005
19762,Biguaçu,4202305.0,2020-07-13,18,0,-27.496,-48.6598
19811,Florianópolis,4205407.0,2020-07-13,38,2,-27.5945,-48.5477
19820,Governador Celso Ramos,4206009.0,2020-07-13,2,0,-27.3172,-48.5576
19902,Palhoça,4211900.0,2020-07-13,9,0,-27.6455,-48.6697
19955,Santo Amaro da Imperatriz,4215703.0,2020-07-13,5,0,-27.6852,-48.7813
19971,São José,4216602.0,2020-07-13,24,1,-27.6136,-48.6366
19983,São Pedro de Alcântara,4217253.0,2020-07-13,0,0,-27.5665,-48.8048
20015,Águas Mornas,4200606.0,2020-07-13,0,0,-27.6963,-48.8243
20028,Antônio Carlos,4201208.0,2020-07-14,0,0,-27.5191,-48.766000000000005
20050,Biguaçu,4202305.0,2020-07-14,24,0,-27.496,-48.6598
20099,Florianópolis,4205407.0,2020-07-14,106,2,-27.5945,-48.5477
20108,Governador Celso Ramos,4206009.0,2020-07-14,17,0,-27.3172,-48.5576
20190,Palhoça,4211900.0,2020-07-14,87,1,-27.6455,-48.6697
20243,Santo Amaro da Imperatriz,4215703.0,2020-07-14,10,0,-27.6852,-48.7813
20259,São José,4216602.0,2020-07-14,38,1,-27.6136,-48.6366
20271,São Pedro de Alcântara,4217253.0,2020-07-14,2,0,-27.5665,-48.8048
20303,Águas Mornas,4200606.0,2020-07-14,1,0,-27.6963,-48.8243
20316,Antônio Carlos,4201208.0,2020-07-15,3,0,-27.5191,-48.766000000000005
20338,Biguaçu,4202305.0,2020-07-15,54,1,-27.496,-48.6598
20387,Florianópolis,4205407.0,2020-07-15,85,0,-27.5945,-48.5477
20396,Governador Celso Ramos,4206009.0,2020-07-15,12,0,-27.3172,-48.5576
20478,Palhoça,4211900.0,2020-07-15,77,0,-27.6455,-48.6697
20531,Santo Amaro da Imperatriz,4215703.0,2020-07-15,5,0,-27.6852,-48.7813
20547,São José,4216602.0,2020-07-15,69,1,-27.6136,-48.6366
20559,São Pedro de Alcântara,4217253.0,2020-07-15,1,0,-27.5665,-48.8048
20591,Águas Mornas,4200606.0,2020-07-15,1,0,-27.6963,-48.8243
20604,Antônio Carlos,4201208.0,2020-07-16,0,0,-27.5191,-48.766000000000005
20626,Biguaçu,4202305.0,2020-07-16,5,0,-27.496,-48.6598
20675,Florianópolis,4205407.0,2020-07-16,28,0,-27.5945,-48.5477
20684,Governador Celso Ramos,4206009.0,2020-07-16,10,0,-27.3172,-48.5576
20766,Palhoça,4211900.0,2020-07-16,42,1,-27.6455,-48.6697
20820,Santo Amaro da Imperatriz,4215703.0,2020-07-16,3,0,-27.6852,-48.7813
20836,São José,4216602.0,2020-07-16,43,0,-27.6136,-48.6366
20848,São Pedro de Alcântara,4217253.0,2020-07-16,1,0,-27.5665,-48.8048
20880,Águas Mornas,4200606.0,2020-07-16,0,0,-27.6963,-48.8243
20893,Antônio Carlos,4201208.0,2020-07-17,8,1,-27.5191,-48.766000000000005
20915,Biguaçu,4202305.0,2020-07-17,24,-1,-27.496,-48.6598
20964,Florianópolis,4205407.0,2020-07-17,69,5,-27.5945,-48.5477
20973,Governador Celso Ramos,4206009.0,2020-07-17,10,1,-27.3172,-48.5576
21055,Palhoça,4211900.0,2020-07-17,54,3,-27.6455,-48.6697
21109,Santo Amaro da Imperatriz,4215703.0,2020-07-17,3,0,-27.6852,-48.7813
21125,São José,4216602.0,2020-07-17,59,2,-27.6136,-48.6366
21137,São Pedro de Alcântara,4217253.0,2020-07-17,1,0,-27.5665,-48.8048
21169,Águas Mornas,4200606.0,2020-07-17,0,0,-27.6963,-48.8243
21182,Antônio Carlos,4201208.0,2020-07-18,4,0,-27.5191,-48.766000000000005
21204,Biguaçu,4202305.0,2020-07-18,9,0,-27.496,-48.6598
21253,Florianópolis,4205407.0,2020-07-18,34,2,-27.5945,-48.5477
21262,Governador Celso Ramos,4206009.0,2020-07-18,10,0,-27.3172,-48.5576
21345,Palhoça,4211900.0,2020-07-18,61,3,-27.6455,-48.6697
21399,Santo Amaro da Imperatriz,4215703.0,2020-07-18,-1,0,-27.6852,-48.7813
21415,São José,4216602.0,2020-07-18,32,2,-27.6136,-48.6366
21427,São Pedro de Alcântara,4217253.0,2020-07-18,0,0,-27.5665,-48.8048
21459,Águas Mornas,4200606.0,2020-07-18,0,0,-27.6963,-48.8243
21472,Antônio Carlos,4201208.0,2020-07-19,6,0,-27.5191,-48.766000000000005
21494,Biguaçu,4202305.0,2020-07-19,21,1,-27.496,-48.6598
21543,Florianópolis,4205407.0,2020-07-19,71,1,-27.5945,-48.5477
21552,Governador Celso Ramos,4206009.0,2020-07-19,2,0,-27.3172,-48.5576
21635,Palhoça,4211900.0,2020-07-19,16,0,-27.6455,-48.6697
21689,Santo Amaro da Imperatriz,4215703.0,2020-07-19,4,0,-27.6852,-48.7813
21705,São José,4216602.0,2020-07-19,30,0,-27.6136,-48.6366
21717,São Pedro de Alcântara,4217253.0,2020-07-19,0,0,-27.5665,-48.8048
21749,Águas Mornas,4200606.0,2020-07-19,1,0,-27.6963,-48.8243
21762,Antônio Carlos,4201208.0,2020-07-20,0,0,-27.5191,-48.766000000000005
21784,Biguaçu,4202305.0,2020-07-20,5,0,-27.496,-48.6598
21834,Florianópolis,4205407.0,2020-07-20,22,0,-27.5945,-48.5477
21843,Governador Celso Ramos,4206009.0,2020-07-20,5,0,-27.3172,-48.5576
21927,Palhoça,4211900.0,2020-07-20,57,0,-27.6455,-48.6697
21981,Santo Amaro da Imperatriz,4215703.0,2020-07-20,2,0,-27.6852,-48.7813
21997,São José,4216602.0,2020-07-20,7,0,-27.6136,-48.6366
22009,São Pedro de Alcântara,4217253.0,2020-07-20,2,0,-27.5665,-48.8048
22041,Águas Mornas,4200606.0,2020-07-20,0,0,-27.6963,-48.8243
22054,Antônio Carlos,4201208.0,2020-07-21,5,0,-27.5191,-48.766000000000005
22076,Biguaçu,4202305.0,2020-07-21,8,1,-27.496,-48.6598
22126,Florianópolis,4205407.0,2020-07-21,61,0,-27.5945,-48.5477
22135,Governador Celso Ramos,4206009.0,2020-07-21,13,0,-27.3172,-48.5576
22219,Palhoça,4211900.0,2020-07-21,48,1,-27.6455,-48.6697
22273,Santo Amaro da Imperatriz,4215703.0,2020-07-21,2,0,-27.6852,-48.7813
22289,São José,4216602.0,2020-07-21,57,2,-27.6136,-48.6366
22301,São Pedro de Alcântara,4217253.0,2020-07-21,1,0,-27.5665,-48.8048
22333,Águas Mornas,4200606.0,2020-07-21,11,0,-27.6963,-48.8243
22346,Antônio Carlos,4201208.0,2020-07-22,9,1,-27.5191,-48.766000000000005
22368,Biguaçu,4202305.0,2020-07-22,20,0,-27.496,-48.6598
22420,Florianópolis,4205407.0,2020-07-22,82,1,-27.5945,-48.5477
22429,Governador Celso Ramos,4206009.0,2020-07-22,40,0,-27.3172,-48.5576
22513,Palhoça,4211900.0,2020-07-22,75,0,-27.6455,-48.6697
22567,Santo Amaro da Imperatriz,4215703.0,2020-07-22,19,0,-27.6852,-48.7813
22583,São José,4216602.0,2020-07-22,51,1,-27.6136,-48.6366
22595,São Pedro de Alcântara,4217253.0,2020-07-22,4,0,-27.5665,-48.8048
22627,Águas Mornas,4200606.0,2020-07-22,6,0,-27.6963,-48.8243
22640,Antônio Carlos,4201208.0,2020-07-23,3,2,-27.5191,-48.766000000000005
22662,Biguaçu,4202305.0,2020-07-23,52,1,-27.496,-48.6598
22714,Florianópolis,4205407.0,2020-07-23,94,2,-27.5945,-48.5477
22723,Governador Celso Ramos,4206009.0,2020-07-23,30,0,-27.3172,-48.5576
22807,Palhoça,4211900.0,2020-07-23,48,1,-27.6455,-48.6697
22861,Santo Amaro da Imperatriz,4215703.0,2020-07-23,13,0,-27.6852,-48.7813
22877,São José,4216602.0,2020-07-23,57,1,-27.6136,-48.6366
22889,São Pedro de Alcântara,4217253.0,2020-07-23,-1,0,-27.5665,-48.8048
22921,Águas Mornas,4200606.0,2020-07-23,2,0,-27.6963,-48.8243
22934,Antônio Carlos,4201208.0,2020-07-24,-1,0,-27.5191,-48.766000000000005
22956,Biguaçu,4202305.0,2020-07-24,23,0,-27.496,-48.6598
23008,Florianópolis,4205407.0,2020-07-24,93,0,-27.5945,-48.5477
23017,Governador Celso Ramos,4206009.0,2020-07-24,32,0,-27.3172,-48.5576
23101,Palhoça,4211900.0,2020-07-24,67,3,-27.6455,-48.6697
23155,Santo Amaro da Imperatriz,4215703.0,2020-07-24,9,0,-27.6852,-48.7813
23171,São José,4216602.0,2020-07-24,89,1,-27.6136,-48.6366
23183,São Pedro de Alcântara,4217253.0,2020-07-24,0,0,-27.5665,-48.8048
23215,Águas Mornas,4200606.0,2020-07-24,0,0,-27.6963,-48.8243
23228,Antônio Carlos,4201208.0,2020-07-25,14,0,-27.5191,-48.766000000000005
23250,Biguaçu,4202305.0,2020-07-25,24,0,-27.496,-48.6598
23302,Florianópolis,4205407.0,2020-07-25,84,2,-27.5945,-48.5477
23311,Governador Celso Ramos,4206009.0,2020-07-25,12,0,-27.3172,-48.5576
23395,Palhoça,4211900.0,2020-07-25,49,1,-27.6455,-48.6697
23449,Santo Amaro da Imperatriz,4215703.0,2020-07-25,2,0,-27.6852,-48.7813
23465,São José,4216602.0,2020-07-25,22,2,-27.6136,-48.6366
23477,São Pedro de Alcântara,4217253.0,2020-07-25,0,0,-27.5665,-48.8048
23509,Águas Mornas,4200606.0,2020-07-25,1,0,-27.6963,-48.8243
23522,Antônio Carlos,4201208.0,2020-07-26,0,0,-27.5191,-48.766000000000005
23544,Biguaçu,4202305.0,2020-07-26,39,0,-27.496,-48.6598
23596,Florianópolis,4205407.0,2020-07-26,63,1,-27.5945,-48.5477
23605,Governador Celso Ramos,4206009.0,2020-07-26,2,0,-27.3172,-48.5576
23689,Palhoça,4211900.0,2020-07-26,10,0,-27.6455,-48.6697
23743,Santo Amaro da Imperatriz,4215703.0,2020-07-26,1,1,-27.6852,-48.7813
23759,São José,4216602.0,2020-07-26,77,0,-27.6136,-48.6366
23771,São Pedro de Alcântara,4217253.0,2020-07-26,4,0,-27.5665,-48.8048
23803,Águas Mornas,4200606.0,2020-07-26,0,0,-27.6963,-48.8243
23816,Antônio Carlos,4201208.0,2020-07-27,0,0,-27.5191,-48.766000000000005
23838,Biguaçu,4202305.0,2020-07-27,7,1,-27.496,-48.6598
23890,Florianópolis,4205407.0,2020-07-27,56,1,-27.5945,-48.5477
23899,Governador Celso Ramos,4206009.0,2020-07-27,5,1,-27.3172,-48.5576
23983,Palhoça,4211900.0,2020-07-27,30,0,-27.6455,-48.6697
24037,Santo Amaro da Imperatriz,4215703.0,2020-07-27,14,0,-27.6852,-48.7813
24053,São José,4216602.0,2020-07-27,78,3,-27.6136,-48.6366
24065,São Pedro de Alcântara,4217253.0,2020-07-27,0,0,-27.5665,-48.8048
24097,Águas Mornas,4200606.0,2020-07-27,0,0,-27.6963,-48.8243
24110,Antônio Carlos,4201208.0,2020-07-28,13,0,-27.5191,-48.766000000000005
24132,Biguaçu,4202305.0,2020-07-28,24,0,-27.496,-48.6598
24184,Florianópolis,4205407.0,2020-07-28,95,1,-27.5945,-48.5477
24193,Governador Celso Ramos,4206009.0,2020-07-28,5,0,-27.3172,-48.5576
24278,Palhoça,4211900.0,2020-07-28,109,1,-27.6455,-48.6697
24332,Santo Amaro da Imperatriz,4215703.0,2020-07-28,17,0,-27.6852,-48.7813
24348,São José,4216602.0,2020-07-28,146,1,-27.6136,-48.6366
24360,São Pedro de Alcântara,4217253.0,2020-07-28,3,0,-27.5665,-48.8048
24392,Águas Mornas,4200606.0,2020-07-28,13,0,-27.6963,-48.8243
24405,Antônio Carlos,4201208.0,2020-07-29,10,0,-27.5191,-48.766000000000005
24427,Biguaçu,4202305.0,2020-07-29,87,2,-27.496,-48.6598
24479,Florianópolis,4205407.0,2020-07-29,70,3,-27.5945,-48.5477
24488,Governador Celso Ramos,4206009.0,2020-07-29,21,1,-27.3172,-48.5576
24573,Palhoça,4211900.0,2020-07-29,82,0,-27.6455,-48.6697
24627,Santo Amaro da Imperatriz,4215703.0,2020-07-29,19,0,-27.6852,-48.7813
24643,São José,4216602.0,2020-07-29,169,1,-27.6136,-48.6366
24655,São Pedro de Alcântara,4217253.0,2020-07-29,2,0,-27.5665,-48.8048
24687,Águas Mornas,4200606.0,2020-07-29,1,0,-27.6963,-48.8243
24700,Antônio Carlos,4201208.0,2020-07-30,9,1,-27.5191,-48.766000000000005
24722,Biguaçu,4202305.0,2020-07-30,61,2,-27.496,-48.6598
24774,Florianópolis,4205407.0,2020-07-30,65,3,-27.5945,-48.5477
24783,Governador Celso Ramos,4206009.0,2020-07-30,30,0,-27.3172,-48.5576
24868,Palhoça,4211900.0,2020-07-30,72,2,-27.6455,-48.6697
24922,Santo Amaro da Imperatriz,4215703.0,2020-07-30,16,1,-27.6852,-48.7813
24938,São José,4216602.0,2020-07-30,75,2,-27.6136,-48.6366
24950,São Pedro de Alcântara,4217253.0,2020-07-30,4,0,-27.5665,-48.8048
24982,Águas Mornas,4200606.0,2020-07-30,0,0,-27.6963,-48.8243
24995,Antônio Carlos,4201208.0,2020-07-31,0,0,-27.5191,-48.766000000000005
25017,Biguaçu,4202305.0,2020-07-31,0,0,-27.496,-48.6598
25069,Florianópolis,4205407.0,2020-07-31,0,0,-27.5945,-48.5477
25078,Governador Celso Ramos,4206009.0,2020-07-31,0,0,-27.3172,-48.5576
25163,Palhoça,4211900.0,2020-07-31,0,0,-27.6455,-48.6697
25217,Santo Amaro da Imperatriz,4215703.0,2020-07-31,0,0,-27.6852,-48.7813
25233,São José,4216602.0,2020-07-31,0,0,-27.6136,-48.6366
25245,São Pedro de Alcântara,4217253.0,2020-07-31,0,0,-27.5665,-48.8048
25277,Águas Mornas,4200606.0,2020-07-31,0,0,-27.6963,-48.8243
25290,Antônio Carlos,4201208.0,2020-08-01,3,1,-27.5191,-48.766000000000005
25312,Biguaçu,4202305.0,2020-08-01,97,2,-27.496,-48.6598
25364,Florianópolis,4205407.0,2020-08-01,273,5,-27.5945,-48.5477
25373,Governador Celso Ramos,4206009.0,2020-08-01,52,1,-27.3172,-48.5576
25458,Palhoça,4211900.0,2020-08-01,232,0,-27.6455,-48.6697
25512,Santo Amaro da Imperatriz,4215703.0,2020-08-01,31,2,-27.6852,-48.7813
25528,São José,4216602.0,2020-08-01,302,4,-27.6136,-48.6366
25540,São Pedro de Alcântara,4217253.0,2020-08-01,2,0,-27.5665,-48.8048
25572,Águas Mornas,4200606.0,2020-08-01,1,0,-27.6963,-48.8243
25585,Antônio Carlos,4201208.0,2020-08-02,6,0,-27.5191,-48.766000000000005
25607,Biguaçu,4202305.0,2020-08-02,14,1,-27.496,-48.6598
25659,Florianópolis,4205407.0,2020-08-02,62,0,-27.5945,-48.5477
25668,Governador Celso Ramos,4206009.0,2020-08-02,0,1,-27.3172,-48.5576
25753,Palhoça,4211900.0,2020-08-02,20,1,-27.6455,-48.6697
25807,Santo Amaro da Imperatriz,4215703.0,2020-08-02,13,0,-27.6852,-48.7813
25823,São José,4216602.0,2020-08-02,84,0,-27.6136,-48.6366
25835,São Pedro de Alcântara,4217253.0,2020-08-02,3,0,-27.5665,-48.8048
25867,Águas Mornas,4200606.0,2020-08-02,0,0,-27.6963,-48.8243
25880,Antônio Carlos,4201208.0,2020-08-03,0,0,-27.5191,-48.766000000000005
25902,Biguaçu,4202305.0,2020-08-03,0,0,-27.496,-48.6598
25954,Florianópolis,4205407.0,2020-08-03,41,0,-27.5945,-48.5477
25963,Governador Celso Ramos,4206009.0,2020-08-03,3,0,-27.3172,-48.5576
26048,Palhoça,4211900.0,2020-08-03,51,2,-27.6455,-48.6697
26102,Santo Amaro da Imperatriz,4215703.0,2020-08-03,-1,0,-27.6852,-48.7813
26118,São José,4216602.0,2020-08-03,92,0,-27.6136,-48.6366
26130,São Pedro de Alcântara,4217253.0,2020-08-03,7,0,-27.5665,-48.8048
26162,Águas Mornas,4200606.0,2020-08-03,1,0,-27.6963,-48.8243
26175,Antônio Carlos,4201208.0,2020-08-04,2,1,-27.5191,-48.766000000000005
26197,Biguaçu,4202305.0,2020-08-04,37,1,-27.496,-48.6598
26249,Florianópolis,4205407.0,2020-08-04,88,2,-27.5945,-48.5477
26258,Governador Celso Ramos,4206009.0,2020-08-04,4,0,-27.3172,-48.5576
26343,Palhoça,4211900.0,2020-08-04,49,0,-27.6455,-48.6697
26397,Santo Amaro da Imperatriz,4215703.0,2020-08-04,18,0,-27.6852,-48.7813
26413,São José,4216602.0,2020-08-04,114,4,-27.6136,-48.6366
26425,São Pedro de Alcântara,4217253.0,2020-08-04,4,0,-27.5665,-48.8048
26457,Águas Mornas,4200606.0,2020-08-04,1,1,-27.6963,-48.8243
26470,Antônio Carlos,4201208.0,2020-08-05,2,0,-27.5191,-48.766000000000005
26492,Biguaçu,4202305.0,2020-08-05,18,0,-27.496,-48.6598
26544,Florianópolis,4205407.0,2020-08-05,79,5,-27.5945,-48.5477
26553,Governador Celso Ramos,4206009.0,2020-08-05,6,0,-27.3172,-48.5576
26638,Palhoça,4211900.0,2020-08-05,29,2,-27.6455,-48.6697
26692,Santo Amaro da Imperatriz,4215703.0,2020-08-05,14,2,-27.6852,-48.7813
26708,São José,4216602.0,2020-08-05,37,0,-27.6136,-48.6366
26720,São Pedro de Alcântara,4217253.0,2020-08-05,0,0,-27.5665,-48.8048
26752,Águas Mornas,4200606.0,2020-08-05,3,0,-27.6963,-48.8243
26765,Antônio Carlos,4201208.0,2020-08-06,7,0,-27.5191,-48.766000000000005
26787,Biguaçu,4202305.0,2020-08-06,46,1,-27.496,-48.6598
26839,Florianópolis,4205407.0,2020-08-06,93,2,-27.5945,-48.5477
26848,Governador Celso Ramos,4206009.0,2020-08-06,16,0,-27.3172,-48.5576
26933,Palhoça,4211900.0,2020-08-06,61,0,-27.6455,-48.6697
26987,Santo Amaro da Imperatriz,4215703.0,2020-08-06,15,1,-27.6852,-48.7813
27003,São José,4216602.0,2020-08-06,95,3,-27.6136,-48.6366
27015,São Pedro de Alcântara,4217253.0,2020-08-06,7,0,-27.5665,-48.8048
27047,Águas Mornas,4200606.0,2020-08-06,2,0,-27.6963,-48.8243
27060,Antônio Carlos,4201208.0,2020-08-07,0,0,-27.5191,-48.766000000000005
27082,Biguaçu,4202305.0,2020-08-07,15,0,-27.496,-48.6598
27134,Florianópolis,4205407.0,2020-08-07,533,0,-27.5945,-48.5477
27143,Governador Celso Ramos,4206009.0,2020-08-07,0,0,-27.3172,-48.5576
27228,Palhoça,4211900.0,2020-08-07,56,2,-27.6455,-48.6697
27282,Santo Amaro da Imperatriz,4215703.0,2020-08-07,7,0,-27.6852,-48.7813
27298,São José,4216602.0,2020-08-07,34,3,-27.6136,-48.6366
27310,São Pedro de Alcântara,4217253.0,2020-08-07,6,0,-27.5665,-48.8048
27342,Águas Mornas,4200606.0,2020-08-07,1,0,-27.6963,-48.8243
27355,Antônio Carlos,4201208.0,2020-08-08,1,0,-27.5191,-48.766000000000005
27377,Biguaçu,4202305.0,2020-08-08,58,0,-27.496,-48.6598
27429,Florianópolis,4205407.0,2020-08-08,157,0,-27.5945,-48.5477
27438,Governador Celso Ramos,4206009.0,2020-08-08,2,0,-27.3172,-48.5576
27523,Palhoça,4211900.0,2020-08-08,95,1,-27.6455,-48.6697
27577,Santo Amaro da Imperatriz,4215703.0,2020-08-08,18,0,-27.6852,-48.7813
27593,São José,4216602.0,2020-08-08,124,0,-27.6136,-48.6366
27605,São Pedro de Alcântara,4217253.0,2020-08-08,15,0,-27.5665,-48.8048
27637,Águas Mornas,4200606.0,2020-08-08,4,0,-27.6963,-48.8243
27650,Antônio Carlos,4201208.0,2020-08-09,3,0,-27.5191,-48.766000000000005
27672,Biguaçu,4202305.0,2020-08-09,0,0,-27.496,-48.6598
27724,Florianópolis,4205407.0,2020-08-09,35,0,-27.5945,-48.5477
27733,Governador Celso Ramos,4206009.0,2020-08-09,0,0,-27.3172,-48.5576
27818,Palhoça,4211900.0,2020-08-09,48,0,-27.6455,-48.6697
27872,Santo Amaro da Imperatriz,4215703.0,2020-08-09,0,0,-27.6852,-48.7813
27888,São José,4216602.0,2020-08-09,81,1,-27.6136,-48.6366
27900,São Pedro de Alcântara,4217253.0,2020-08-09,2,0,-27.5665,-48.8048
27932,Águas Mornas,4200606.0,2020-08-09,2,0,-27.6963,-48.8243
27945,Antônio Carlos,4201208.0,2020-08-10,6,-1,-27.5191,-48.766000000000005
27967,Biguaçu,4202305.0,2020-08-10,3,2,-27.496,-48.6598
28019,Florianópolis,4205407.0,2020-08-10,56,10,-27.5945,-48.5477
28028,Governador Celso Ramos,4206009.0,2020-08-10,0,0,-27.3172,-48.5576
28113,Palhoça,4211900.0,2020-08-10,27,1,-27.6455,-48.6697
28167,Santo Amaro da Imperatriz,4215703.0,2020-08-10,0,0,-27.6852,-48.7813
28183,São José,4216602.0,2020-08-10,23,7,-27.6136,-48.6366
28195,São Pedro de Alcântara,4217253.0,2020-08-10,4,0,-27.5665,-48.8048
28227,Águas Mornas,4200606.0,2020-08-10,0,0,-27.6963,-48.8243
28240,Antônio Carlos,4201208.0,2020-08-11,1,1,-27.5191,-48.766000000000005
28262,Biguaçu,4202305.0,2020-08-11,34,1,-27.496,-48.6598
28314,Florianópolis,4205407.0,2020-08-11,48,5,-27.5945,-48.5477
28323,Governador Celso Ramos,4206009.0,2020-08-11,27,1,-27.3172,-48.5576
28408,Palhoça,4211900.0,2020-08-11,94,7,-27.6455,-48.6697
28462,Santo Amaro da Imperatriz,4215703.0,2020-08-11,9,0,-27.6852,-48.7813
28478,São José,4216602.0,2020-08-11,51,2,-27.6136,-48.6366
28490,São Pedro de Alcântara,4217253.0,2020-08-11,4,0,-27.5665,-48.8048
28522,Águas Mornas,4200606.0,2020-08-11,3,0,-27.6963,-48.8243
28535,Antônio Carlos,4201208.0,2020-08-12,8,0,-27.5191,-48.766000000000005
28558,Biguaçu,4202305.0,2020-08-12,75,-1,-27.496,-48.6598
28610,Florianópolis,4205407.0,2020-08-12,53,1,-27.5945,-48.5477
28619,Governador Celso Ramos,4206009.0,2020-08-12,19,0,-27.3172,-48.5576
28704,Palhoça,4211900.0,2020-08-12,77,1,-27.6455,-48.6697
28758,Santo Amaro da Imperatriz,4215703.0,2020-08-12,5,0,-27.6852,-48.7813
28774,São José,4216602.0,2020-08-12,93,1,-27.6136,-48.6366
28786,São Pedro de Alcântara,4217253.0,2020-08-12,1,0,-27.5665,-48.8048
28818,Águas Mornas,4200606.0,2020-08-12,1,1,-27.6963,-48.8243
28831,Antônio Carlos,4201208.0,2020-08-13,3,0,-27.5191,-48.766000000000005
28854,Biguaçu,4202305.0,2020-08-13,34,1,-27.496,-48.6598
28906,Florianópolis,4205407.0,2020-08-13,44,4,-27.5945,-48.5477
28915,Governador Celso Ramos,4206009.0,2020-08-13,1,0,-27.3172,-48.5576
29000,Palhoça,4211900.0,2020-08-13,62,0,-27.6455,-48.6697
29054,Santo Amaro da Imperatriz,4215703.0,2020-08-13,6,1,-27.6852,-48.7813
29070,São José,4216602.0,2020-08-13,91,0,-27.6136,-48.6366
29082,São Pedro de Alcântara,4217253.0,2020-08-13,7,0,-27.5665,-48.8048
29115,Águas Mornas,4200606.0,2020-08-13,0,0,-27.6963,-48.8243
29128,Antônio Carlos,4201208.0,2020-08-14,-1,0,-27.5191,-48.766000000000005
29151,Biguaçu,4202305.0,2020-08-14,48,0,-27.496,-48.6598
29203,Florianópolis,4205407.0,2020-08-14,66,3,-27.5945,-48.5477
29212,Governador Celso Ramos,4206009.0,2020-08-14,19,0,-27.3172,-48.5576
29297,Palhoça,4211900.0,2020-08-14,79,1,-27.6455,-48.6697
29351,Santo Amaro da Imperatriz,4215703.0,2020-08-14,10,0,-27.6852,-48.7813
29367,São José,4216602.0,2020-08-14,62,3,-27.6136,-48.6366
29379,São Pedro de Alcântara,4217253.0,2020-08-14,14,0,-27.5665,-48.8048
29412,Águas Mornas,4200606.0,2020-08-14,0,0,-27.6963,-48.8243
29425,Antônio Carlos,4201208.0,2020-08-15,2,0,-27.5191,-48.766000000000005
29448,Biguaçu,4202305.0,2020-08-15,39,0,-27.496,-48.6598
29500,Florianópolis,4205407.0,2020-08-15,26,1,-27.5945,-48.5477
29509,Governador Celso Ramos,4206009.0,2020-08-15,23,0,-27.3172,-48.5576
29594,Palhoça,4211900.0,2020-08-15,25,1,-27.6455,-48.6697
29648,Santo Amaro da Imperatriz,4215703.0,2020-08-15,8,0,-27.6852,-48.7813
29664,São José,4216602.0,2020-08-15,41,2,-27.6136,-48.6366
29676,São Pedro de Alcântara,4217253.0,2020-08-15,-1,0,-27.5665,-48.8048
29709,Águas Mornas,4200606.0,2020-08-15,-1,0,-27.6963,-48.8243
29722,Antônio Carlos,4201208.0,2020-08-16,2,0,-27.5191,-48.766000000000005
29745,Biguaçu,4202305.0,2020-08-16,4,0,-27.496,-48.6598
29797,Florianópolis,4205407.0,2020-08-16,31,1,-27.5945,-48.5477
